uniq_id,reference,brand,model,price,bike_year,bike_type,engine_size,mileage,source,scraped_date,url,age,code_annonce
motomag-8416460,8416460,ktm,supermoto,4290,2005,Super Motard,950,55360,motomag,2021-07-13 22:55:01.948067,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8416460,16,SuperMotard-06250KTM-SUPERMOTO4290€2005-55360km02/07/2021
motomag-8420300,8420300,yamaha,scr 950,7690,2018,Custom,950,4185,motomag,2021-07-13 22:55:03.972252,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8420300,3,Custom-56880YAMAHA-SCR9507690€2018-4185km02/07/2021
motomag-8416461,8416461,honda,africatwin 1000 (meca),8490,2017,Trail,1000,48420,motomag,2021-07-13 22:55:05.749879,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8416461,4,Trail-06250HONDA-AFRICATWIN10008490€2017-48420km02/07/2021
motomag-8420301,8420301,piaggio,mp3 500 lt abs,5500,2014,Scooter,500,13310,motomag,2021-07-13 22:55:07.337181,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8420301,7,Scooter-56880PIAGGIO-MP3500LTABS5500€2014-13310km02/07/2021
motomag-8419023,8419023,yamaha,tracer 700,7490,2017,Trail,685,2606,motomag,2021-07-13 22:55:08.879172,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419023,4,Trail-71000YAMAHA-TRACER7007490€2017-2606km02/07/2021
motomag-8419024,8419024,husqvarna,tc,5990,2020,Cross,125,76,motomag,2021-07-13 22:55:10.561667,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419024,1,Cross-71000HUSQVARNA-TC5990€2020-76km02/07/2021
motomag-8419026,8419026,suzuki,gsf 650 s bandit,2590,2005,Roadster,650,31600,motomag,2021-07-13 22:55:12.101859,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419026,16,Roadster-71100SUZUKI-GSF650SBANDI2590€2005-31600km02/07/2021
motomag-8419027,8419027,harley davidson,road glide,22990,2017,Custom,1745,16250,motomag,2021-07-13 22:55:13.519548,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419027,4,Custom-71100HARLEYDAVIDSON-ROADGLIDE22990€2017-16250km02/07/2021
motomag-8417236,8417236,yamaha,tracer 700 35 kw,6490,2016,Trail,685,36000,motomag,2021-07-13 22:55:15.062918,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417236,5,Trail-59240YAMAHA-TRACER700356490€2016-36000km02/07/2021
motomag-8419028,8419028,harley davidson,electra glide ultra classic 1584,15490,2014,Custom,1690,61250,motomag,2021-07-13 22:55:16.974581,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419028,7,Custom-71100HARLEYDAVIDSON-ELECTRAGLIDE15490€2014-61250km02/07/2021
motomag-8416471,8416471,bmw,r1200gs edition exclusive,15990,2018,Trail,1200,15490,motomag,2021-07-13 22:55:18.544058,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8416471,3,Trail-06250BMW-R1200GSEDITION15990€2018-15490km02/07/2021
motomag-8418264,8418264,yamaha,x-max 300 abs,3990,2017,Scooter,300,32600,motomag,2021-07-13 22:55:20.077527,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418264,4,Scooter-69400YAMAHA-X-MAX300ABS3990€2017-32600km02/07/2021
motomag-8416772,8416772,bmw,c evolution el,9900,2016,Scooter,15,34046,motomag,2021-07-13 22:55:21.970621,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8416772,5,Scooter-74600BMW-CEVOLUTION9900€2016-34046km28/11/2020
motomag-8419091,8419091,orcal,ecooter e2-r,3390,2019,Scooter,125,2060,motomag,2021-07-13 22:55:23.388137,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419091,2,Scooter-63170ORCAL-ECOOTERE2-R3390€2019-2060km28/11/2020
motomag-8418089,8418089,piaggio,mp3 350 abs/asr,7500,2019,Scooter,350,7921,motomag,2021-07-13 22:55:24.922826,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418089,2,Scooter-37000PIAGGIO-MP3350ABS/ASR7500€2019-7921km28/11/2020
motomag-8418090,8418090,piaggio,mp3 500lt sport,5900,2015,Scooter,500,21160,motomag,2021-07-13 22:55:26.593275,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418090,6,Scooter-37000PIAGGIO-MP3500LTSPORT5900€2015-21160km28/11/2020
motomag-8419683,8419683,kawasaki,versys 1000,13900,2019,Routière,1000,7256,motomag,2021-07-13 22:55:28.127371,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419683,2,Routière-72230KAWASAKI-VERSYS100013900€2019-7256km28/11/2020
motomag-8416635,8416635,piaggio,zip 50,990,2018,Scooter,50,27980,motomag,2021-07-13 22:55:29.715772,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8416635,3,Scooter-72000PIAGGIO-ZIP50990€2018-27980km28/11/2020
motomag-8418087,8418087,kymco,people 300 s,2300,2010,Scooter,300,29862,motomag,2021-07-13 22:55:31.210131,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418087,11,Scooter-37000KYMCO-PEOPLE300S2300€2010-29862km27/11/2020
motomag-8418088,8418088,moto-guzzi,california,16990,2019,Custom,1400,1309,motomag,2021-07-13 22:55:32.877827,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418088,2,Custom-37000MOTO-GUZZI-CALIFORNIA16990€2019-1309km27/11/2020
motomag-8418387,8418387,suzuki,burgman 400,4890,2017,Scooter,400,13100,motomag,2021-07-13 22:55:34.411487,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418387,4,Scooter-33700SUZUKI-BURGMAN4004890€2017-13100km27/11/2020
motomag-8416632,8416632,kymco,dink 125,1100,2007,Scooter,125,16150,motomag,2021-07-13 22:55:35.935332,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8416632,14,Scooter-72000KYMCO-DINK1251100€2007-16150km27/11/2020
motomag-8416633,8416633,mbk,oceo 125,1390,2012,Scooter,125,10000,motomag,2021-07-13 22:55:37.557067,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8416633,9,Scooter-72000MBK-OCEO1251390€2012-10000km27/11/2020
motomag-8416634,8416634,kymco,like 50,1190,2015,Scooter,50,7200,motomag,2021-07-13 22:55:39.117868,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8416634,6,Scooter-72000KYMCO-LIKE501190€2015-7200km27/11/2020
motomag-8417160,8417160,ducati,scrambler,10990,2019,Trail,1100,203,motomag,2021-07-13 22:55:40.649734,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417160,2,Trail-80480DUCATI-SCRAMBLER10990€2019-203km26/11/2020
motomag-8418822,8418822,triumph,tiger 1200 desert edition,17800,2020,Trail,1200,3800,motomag,2021-07-13 22:55:42.299647,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418822,1,Trail-44700TRIUMPH-TIGER1200DESE17800€2020-3800km25/11/2020
motomag-8418342,8418342,yamaha,mt-07,5190,2015,Roadster,700,32000,motomag,2021-07-13 22:55:43.927702,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418342,6,Roadster-74300YAMAHA-MT-075190€2015-32000km25/11/2020
motomag-8417623,8417623,daelim,s2 125,200,2007,Scooter,124,35833,motomag,2021-07-13 22:55:45.459042,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417623,14,Scooter-45290DAELIM-S2125200€2007-35833km25/11/2020
motomag-8417624,8417624,sym,sym jet 125,400,2018,Scooter,124,5461,motomag,2021-07-13 22:55:47.012038,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417624,3,Scooter-45290SYM-SYMJET125400€2018-5461km25/11/2020
motomag-8417625,8417625,suzuki,burgman 400,900,2007,Scooter,400,40757,motomag,2021-07-13 22:55:48.643365,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417625,14,Scooter-45290SUZUKI-BURGMAN400900€2007-40757km25/11/2020
motomag-8417626,8417626,kymco,like 125,850,2018,Scooter,124,1948,motomag,2021-07-13 22:55:50.285842,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417626,3,Scooter-45290KYMCO-LIKE125850€2018-1948km25/11/2020
motomag-8417627,8417627,piaggio,x8 125,300,2007,Scooter,124,23109,motomag,2021-07-13 22:55:51.927225,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417627,14,Scooter-45290PIAGGIO-X8125300€2007-23109km25/11/2020
motomag-8417628,8417628,yamaha,vity,200,2009,Scooter,125,58099,motomag,2021-07-13 22:55:53.854936,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417628,12,Scooter-45290YAMAHA-VITY200€2009-58099km25/11/2020
motomag-8417629,8417629,piaggio,xevo 125,350,2013,Scooter,125,16000,motomag,2021-07-13 22:55:55.382947,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417629,8,Scooter-45290PIAGGIO-XEVO125350€2013-16000km25/11/2020
motomag-8417630,8417630,daelim,s1 125,200,2012,Scooter,125,18023,motomag,2021-07-13 22:55:57.022900,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417630,9,Scooter-45290DAELIM-S1125200€2012-18023km25/11/2020
motomag-8416869,8416869,yamaha,fjr 1300 as,13999,2018,Routière,1300,29000,motomag,2021-07-13 22:55:58.662392,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8416869,3,Routière-66100YAMAHA-FJR1300AS13999€2018-29000km25/11/2020
motomag-8416630,8416630,piaggio,mp3 500 abs/asr,6300,2018,Scooter,500,9500,motomag,2021-07-13 22:56:00.440069,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8416630,3,Scooter-72000PIAGGIO-MP3500ABS/ASR6300€2018-9500km25/11/2020
motomag-8416631,8416631,piaggio,beverly 125,1200,2010,Scooter,125,19400,motomag,2021-07-13 22:56:02.172165,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8416631,11,Scooter-72000PIAGGIO-BEVERLY1251200€2010-19400km25/11/2020
motomag-8418730,8418730,kawasaki,versys 1000,14650,2020,Trail,1043,1250,motomag,2021-07-13 22:56:03.677489,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418730,1,Trail-75012KAWASAKI-VERSYS100014650€2020-1250km25/11/2020
motomag-8418086,8418086,aprilia,shiver 900 abs,8300,2020,Roadster,900,483,motomag,2021-07-13 22:56:05.338248,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418086,1,Roadster-37000APRILIA-SHIVER900ABS8300€2020-483km24/11/2020
motomag-8416602,8416602,honda,cbf 1000 f,3500,2009,Routière,1000,51168,motomag,2021-07-13 22:56:06.852426,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8416602,12,Routière-77100HONDA-CBF1000F3500€2009-51168km24/11/2020
motomag-8419928,8419928,harley davidson,fat boy heritage,11900,1998,Custom,1340,87000,motomag,2021-07-13 22:56:08.523347,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419928,23,Custom-13200HARLEYDAVIDSON-FATBOYHERITAG11900€1998-87000km23/11/2020
motomag-8418369,8418369,yamaha,x-max 125,4590,2019,Scooter,125,1370,motomag,2021-07-13 22:56:10.260338,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418369,2,Scooter-69800YAMAHA-X-MAX1254590€2019-1370km29/06/2021
motomag-8417101,8417101,ktm,890 adventure,12590,2021,Trail,890,640,motomag,2021-07-13 22:56:11.811532,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417101,0,Trail-82000KTM-890ADVENTURE12590€2021-640km29/06/2021
motomag-8417102,8417102,kawasaki,er-6,3890,2007,Roadster,650,35000,motomag,2021-07-13 22:56:13.787951,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417102,14,Roadster-82000KAWASAKI-ER-63890€2007-35000km29/06/2021
motomag-8417103,8417103,ktm,690 duke r,4890,2010,Roadster,690,29000,motomag,2021-07-13 22:56:15.318261,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417103,11,Roadster-82000KTM-690DUKER4890€2010-29000km29/06/2021
motomag-8417118,8417118,husqvarna,701 supermoto,10100,2021,Super Motard,701,238,motomag,2021-07-13 22:56:16.807667,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417118,0,SuperMotard-81000HUSQVARNA-701SUPERMOTO10100€2021-238km29/06/2021
motomag-8418142,8418142,ducati,panigale 1103 v4,21900,2018,Sportive,1103,6440,motomag,2021-07-13 22:56:18.422905,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418142,3,Sportive-93600DUCATI-PANIGALE110321900€2018-6440km29/06/2021
motomag-8418143,8418143,ducati,scrambler,13500,2020,Roadster,1100,5860,motomag,2021-07-13 22:56:19.987382,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418143,1,Roadster-93600DUCATI-SCRAMBLER13500€2020-5860km29/06/2021
motomag-8417382,8417382,honda,integra 750,6999,2016,Scooter,750,8900,motomag,2021-07-13 22:56:21.608281,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417382,5,Scooter-75013HONDA-INTEGRA7506999€2016-8900km29/06/2021
motomag-8418413,8418413,kawasaki,j300,3400,2018,Scooter,299,18900,motomag,2021-07-13 22:56:23.370051,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418413,3,Scooter-33700KAWASAKI-J3003400€2018-18900km29/06/2021
motomag-8417902,8417902,yamaha,mt-07,6390,2019,Roadster,689,584,motomag,2021-07-13 22:56:24.933980,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417902,2,Roadster-20137YAMAHA-MT-076390€2019-584km29/06/2021
motomag-8419956,8419956,harley-davidson,night rod,13700,2007,Custom,1160,18000,motomag,2021-07-13 22:56:26.652354,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419956,14,Custom-13200HARLEY-DAVIDSON-NIGHTROD13700€2007-18000km29/06/2021
motomag-8416886,8416886,suzuki,dl 650 v-strom a2,7899,2020,Trail,650,7001,motomag,2021-07-13 22:56:28.310934,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8416886,1,Trail-66100SUZUKI-DL650V-STROM7899€2020-7001km29/06/2021
motomag-8416887,8416887,yamaha,fzs fazer,2449,1998,Roadster,600,47025,motomag,2021-07-13 22:56:29.868932,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8416887,23,Roadster-66100YAMAHA-FZSFAZER2449€1998-47025km29/06/2021
motomag-8418937,8418937,bmw,r 1150 r,4900,2002,Routière,1150,27722,motomag,2021-07-13 22:56:32.015459,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418937,19,Routière-75010BMW-R1150R4900€2002-27722km29/06/2021
motomag-8418683,8418683,yamaha,x-max 300 abs,4499,2019,Scooter,300,14000,motomag,2021-07-13 22:56:33.811526,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418683,2,Scooter-34200YAMAHA-X-MAX300ABS4499€2019-14000km29/06/2021
motomag-8420222,8420222,ktm,790 adventure,10690,2020,Trail,799,6000,motomag,2021-07-13 22:56:35.757156,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8420222,1,Trail-81380KTM-790ADVENTURE10690€2020-6000km29/06/2021
motomag-8416906,8416906,bmw,r 1200 gs,9000,2010,Trail,1200,39900,motomag,2021-07-13 22:56:37.386565,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8416906,11,Trail-01000BMW-R1200GS9000€2010-39900km29/06/2021
motomag-8416907,8416907,ktm,1290 super duke r,12600,2016,Roadster,1290,11800,motomag,2021-07-13 22:56:39.045563,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8416907,5,Roadster-01000KTM-1290SUPERDUKE12600€2016-11800km29/06/2021
motomag-8419729,8419729,yamaha,fjr 1300 abs,13690,2016,Routière,1300,30868,motomag,2021-07-13 22:56:40.630313,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419729,5,Routière-72230YAMAHA-FJR1300ABS13690€2016-30868km29/06/2021
motomag-8419730,8419730,ktm,125 duke,4290,2019,Roadster,125,11603,motomag,2021-07-13 22:56:42.191877,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419730,2,Roadster-72230KTM-125DUKE4290€2019-11603km29/06/2021
motomag-8418707,8418707,aprilia,tuono 1000,6450,2006,Roadster,1000,21931,motomag,2021-07-13 22:56:43.829997,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418707,15,Roadster-57140APRILIA-TUONO10006450€2006-21931km29/06/2021
motomag-8419731,8419731,ktm,390 duke,5290,2019,Roadster,390,5624,motomag,2021-07-13 22:56:45.652187,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419731,2,Roadster-72230KTM-390DUKE5290€2019-5624km29/06/2021
motomag-8417940,8417940,suzuki,burgman 400,2990,2009,Scooter,400,42225,motomag,2021-07-13 22:56:47.326783,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417940,12,Scooter-67201SUZUKI-BURGMAN4002990€2009-42225km29/06/2021
motomag-8417941,8417941,kawasaki,j125 abs special edition,3990,2017,Scooter,125,8554,motomag,2021-07-13 22:56:48.963981,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417941,4,Scooter-67201KAWASAKI-J125ABSSPECIA3990€2017-8554km29/06/2021
motomag-8417942,8417942,honda,hornet 600,3590,2007,Roadster,600,40047,motomag,2021-07-13 22:56:50.539425,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417942,14,Roadster-67201HONDA-HORNET6003590€2007-40047km29/06/2021
motomag-8417945,8417945,suzuki,burgman 125,3600,2020,Scooter,125,609,motomag,2021-07-13 22:56:52.116510,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417945,1,Scooter-67201SUZUKI-BURGMAN1253600€2020-609km29/06/2021
motomag-8416667,8416667,yamaha,250 yzf 2020,6290,2020,Cross,250,90,motomag,2021-07-13 22:56:53.753547,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8416667,1,Cross-52100YAMAHA-250YZF20206290€2020-90km29/06/2021
motomag-8418223,8418223,sym,joymax z,3890,2020,Scooter,300,298,motomag,2021-07-13 22:56:55.324253,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418223,1,Scooter-77340SYM-JOYMAXZ3890€2020-298km29/06/2021
motomag-8418479,8418479,honda,vfr 800 x,6500,2015,Trail,800,39400,motomag,2021-07-13 22:56:56.864745,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418479,6,Trail-56600HONDA-VFR800X6500€2015-39400km29/06/2021
motomag-8417715,8417715,bmw,f 900 xr,3800,2020,Routière,900,3000,motomag,2021-07-13 22:56:58.856437,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417715,1,Routière-45290BMW-F900XR3800€2020-3000km29/06/2021
motomag-8418209,8418209,suzuki,dl 1000 v-strom,12890,2020,Trail,1000,1150,motomag,2021-07-13 22:57:00.536979,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418209,1,Trail-77340SUZUKI-DL1000V-STROM12890€2020-1150km13/01/2021
motomag-8417277,8417277,beta,rr,7490,2020,Enduro,350,619,motomag,2021-07-13 22:57:02.080246,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417277,1,Enduro-87280BETA-RR7490€2020-619km13/01/2021
motomag-8419365,8419365,kymco,downtown 350 abs,4990,2019,Scooter,350,5100,motomag,2021-07-13 22:57:03.785351,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419365,2,Scooter-44700KYMCO-DOWNTOWN3504990€2019-5100km12/01/2021
motomag-8416870,8416870,indian,ftr 1200 s replica,14290,2020,Roadster,1200,5000,motomag,2021-07-13 22:57:05.423588,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8416870,1,Roadster-66100INDIAN-FTR1200SREPL14290€2020-5000km12/01/2021
motomag-8416910,8416910,bmw,c 650 gt,6300,2014,Scooter,650,19400,motomag,2021-07-13 22:57:06.960550,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8416910,7,Scooter-26000BMW-C650GT6300€2014-19400km12/01/2021
motomag-8420019,8420019,honda,cb-1 400,2195,1989,Roadster,400,6857,motomag,2021-07-13 22:57:08.500565,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8420019,32,Roadster-13127HONDA-CB-14002195€1989-6857km12/01/2021
motomag-8420020,8420020,suzuki,rv 50 vanvan,1190,1972,Collection,50,12026,motomag,2021-07-13 22:57:10.036266,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8420020,49,Collection-13127SUZUKI-RV50VANVAN1190€1972-12026km12/01/2021
motomag-8420021,8420021,suzuki,cm50,1990,1975,Collection,50,17080,motomag,2021-07-13 22:57:11.579397,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8420021,46,Collection-13127SUZUKI-CM501990€1975-17080km12/01/2021
motomag-8420018,8420018,yamaha,dt 90,1690,1974,Collection,90,7963,motomag,2021-07-13 22:57:13.184430,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8420018,47,Collection-13127YAMAHA-DT901690€1974-7963km11/01/2021
motomag-8418489,8418489,suzuki,burgman 200,1890,2009,Scooter,200,13000,motomag,2021-07-13 22:57:14.841432,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418489,12,Scooter-84000SUZUKI-BURGMAN2001890€2009-13000km09/01/2021
motomag-8417493,8417493,yamaha,niken 850 gt,14399,2020,Routière,850,300,motomag,2021-07-13 22:57:16.380600,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417493,1,Routière-67100YAMAHA-NIKEN850GT14399€2020-300km09/01/2021
motomag-8417515,8417515,ktm,exc (enduro),8490,2020,Enduro,300,1359,motomag,2021-07-13 22:57:17.851880,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417515,1,Enduro-22950KTM-EXC(ENDURO)8490€2020-1359km09/01/2021
motomag-8417647,8417647,bmw,r 1150 rt,1400,2001,Routière,1150,92199,motomag,2021-07-13 22:57:19.465488,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417647,20,Routière-45290BMW-R1150RT1400€2001-92199km08/01/2021
motomag-8418731,8418731,kawasaki,ninja 1000 sx,12950,2020,Routière,1000,946,motomag,2021-07-13 22:57:20.882602,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418731,1,Routière-75012KAWASAKI-NINJA1000SX12950€2020-946km08/01/2021
motomag-8420016,8420016,harley davidson,flt 1340,12000,1998,Collection,1340,37042,motomag,2021-07-13 22:57:22.365708,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8420016,23,Collection-13127HARLEYDAVIDSON-FLT134012000€1998-37042km08/01/2021
