uniq_id,reference,brand,model,price,bike_year,bike_type,engine_size,mileage,source,scraped_date,url,age,code_annonce
motomag-8420215,8420215,yamaha,tracer 9 gt,8990,2018,Routière,900,30476,motomag,2021-07-13 23:05:15.483901,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8420215,3,Routière-59187YAMAHA-TRACER9GT8990€2018-30476km18/06/2021
motomag-8418431,8418431,moto-guzzi,centauro,4250,1999,Roadster,992,62732,motomag,2021-07-13 23:05:17.162452,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418431,22,Roadster-56300MOTO-GUZZI-CENTAURO4250€1999-62732km18/06/2021
motomag-8419200,8419200,ktm,1290 super duke gt,13990,2017,Roadster,1290,18200,motomag,2021-07-13 23:05:18.799517,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419200,4,Roadster-71100KTM-1290SUPERDUKE13990€2017-18200km18/06/2021
motomag-8418177,8418177,honda,swt 400,3990,2010,Scooter,400,20315,motomag,2021-07-13 23:05:20.441545,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418177,11,Scooter-38150HONDA-SWT4003990€2010-20315km18/06/2021
motomag-8416902,8416902,gas gas,ec,9499,2021,Enduro,350,5,motomag,2021-07-13 23:05:22.200164,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8416902,0,Enduro-15000GASGAS-EC9499€2021-5km18/06/2021
motomag-8417167,8417167,triumph,tiger 1200 explorer xrx,16490,2019,Trail,1200,693,motomag,2021-07-13 23:05:23.744081,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417167,2,Trail-80480TRIUMPH-TIGER1200EXPL16490€2019-693km18/06/2021
motomag-8417168,8417168,ducati,diavel,21490,2019,Roadster,1198,1177,motomag,2021-07-13 23:05:25.578575,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417168,2,Roadster-80480DUCATI-DIAVEL21490€2019-1177km18/06/2021
motomag-8418448,8418448,yamaha,x-max 400,4599,2019,Scooter,400,16274,motomag,2021-07-13 23:05:27.322931,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418448,2,Scooter-95700YAMAHA-X-MAX4004599€2019-16274km18/06/2021
motomag-8418705,8418705,honda,cb 500 x,6250,2019,Trail,500,4692,motomag,2021-07-13 23:05:28.941375,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418705,2,Trail-57140HONDA-CB500X6250€2019-4692km18/06/2021
motomag-8418386,8418386,suzuki,dl 250 v-strom,4490,2019,Trail,250,6282,motomag,2021-07-13 23:05:31.069650,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418386,2,Trail-33700SUZUKI-DL250V-STROM4490€2019-6282km13/11/2020
motomag-8419926,8419926,ducati,monster 796,2800,2010,Roadster,796,23000,motomag,2021-07-13 23:05:32.737651,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419926,11,Roadster-13200DUCATI-MONSTER7962800€2010-23000km13/11/2020
motomag-8420002,8420002,kawasaki,kr 250,1990,1984,Collection,250,2762,motomag,2021-07-13 23:05:34.490413,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8420002,37,Collection-13127KAWASAKI-KR2501990€1984-2762km13/11/2020
motomag-8419833,8419833,sym,vs 125,1290,2009,Scooter,125,10116,motomag,2021-07-13 23:05:36.223280,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419833,12,Scooter-07100SYM-VS1251290€2009-10116km13/11/2020
motomag-8418729,8418729,kawasaki,z 650,6399,2020,Roadster,650,820,motomag,2021-07-13 23:05:37.845546,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418729,1,Roadster-75012KAWASAKI-Z6506399€2020-820km12/11/2020
motomag-8419004,8419004,aprilia,rsv4 1000 r,13500,2016,Sportive,1000,14607,motomag,2021-07-13 23:05:39.478088,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419004,5,Sportive-30100APRILIA-RSV41000R13500€2016-14607km12/11/2020
motomag-8416534,8416534,kymco,ak 550,6290,2017,Scooter,550,11090,motomag,2021-07-13 23:05:41.061144,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8416534,4,Scooter-62221KYMCO-AK5506290€2017-11090km10/11/2020
motomag-8418776,8418776,bmw,k 1200 lt,5790,2003,Routière,1200,71987,motomag,2021-07-13 23:05:42.775920,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418776,18,Routière-88800BMW-K1200LT5790€2003-71987km10/11/2020
motomag-8419925,8419925,harley davidson,electra glyde,5500,1991,Roadster,1340,16966,motomag,2021-07-13 23:05:44.526093,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419925,30,Roadster-13200HARLEYDAVIDSON-ELECTRAGLYDE5500€1991-16966km09/11/2020
motomag-8418775,8418775,suzuki,dl 650 v-strom,4990,2004,Trail,650,15216,motomag,2021-07-13 23:05:46.146110,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418775,17,Trail-88800SUZUKI-DL650V-STROM4990€2004-15216km08/11/2020
motomag-8419331,8419331,sym,cruisym 300,3690,2019,Scooter,300,7500,motomag,2021-07-13 23:05:47.917451,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419331,2,Scooter-33500SYM-CRUISYM3003690€2019-7500km07/11/2020
motomag-8417082,8417082,ktm,1290 super adventure s,15590,2020,Trail,1290,4856,motomag,2021-07-13 23:05:49.632965,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417082,1,Trail-82000KTM-1290SUPERADVE15590€2020-4856km07/11/2020
motomag-8416987,8416987,kymco,k-xct 125 sport,2800,2013,Scooter,125,6924,motomag,2021-07-13 23:05:51.328715,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8416987,8,Scooter-31200KYMCO-K-XCT125SPORT2800€2013-6924km07/11/2020
motomag-8419923,8419923,irbit,irbit ural 750 side car accidenté rsv n°13559,3490,2005,Side car,750,28000,motomag,2021-07-13 23:05:53.302940,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419923,16,Sidecar-13200IRBIT-IRBITURAL7503490€2005-28000km06/11/2020
motomag-8419924,8419924,yamaha,yzf-r125,2500,2019,Sportive,125,2800,motomag,2021-07-13 23:05:54.980400,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419924,2,Sportive-13200YAMAHA-YZF-R1252500€2019-2800km06/11/2020
motomag-8418699,8418699,indian,ftr 1200 s replica,14950,2019,Roadster,1200,5670,motomag,2021-07-13 23:05:56.899989,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418699,2,Roadster-57140INDIAN-FTR1200SREPL14950€2019-5670km05/11/2020
motomag-8417512,8417512,yamaha,vity,1190,2010,Scooter,125,7886,motomag,2021-07-13 23:05:58.569999,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417512,11,Scooter-22950YAMAHA-VITY1190€2010-7886km05/11/2020
motomag-8419682,8419682,bmw,r 1150 rt,4990,2004,Routière,1150,92026,motomag,2021-07-13 23:06:00.527700,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419682,17,Routière-72230BMW-R1150RT4990€2004-92026km04/11/2020
motomag-8420001,8420001,honda,silverwing 400,2395,2011,Scooter,400,36154,motomag,2021-07-13 23:06:02.111129,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8420001,10,Scooter-13127HONDA-silverwing4002395€2011-36154km04/11/2020
motomag-8417270,8417270,harley davidson,flh 1584,18490,2012,Custom,1800,53500,motomag,2021-07-13 23:06:03.757045,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417270,9,Custom-87280HARLEYDAVIDSON-FLH158418490€2012-53500km04/11/2020
motomag-8416600,8416600,yamaha,v-max 1679,11500,1992,Roadster,1200,1331,motomag,2021-07-13 23:06:05.789612,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8416600,29,Roadster-77500YAMAHA-V-MAX167911500€1992-1331km03/11/2020
motomag-8417393,8417393,kawasaki,z 900,10590,2020,Roadster,948,1950,motomag,2021-07-13 23:06:07.449378,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417393,1,Roadster-79000KAWASAKI-Z90010590€2020-1950km03/11/2020
motomag-8420000,8420000,ducati,900 mhr,14990,1983,Collection,900,21068,motomag,2021-07-13 23:06:09.065620,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8420000,38,Collection-13127DUCATI-900MHR14990€1983-21068km03/11/2020
motomag-8418487,8418487,bmw,r 18,21900,2020,Custom,1802,1000,motomag,2021-07-13 23:06:10.726214,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418487,1,Custom-84000BMW-R1821900€2020-1000km03/11/2020
motomag-8417620,8417620,yamaha,fz6 (98cv),1300,2004,Roadster,600,30279,motomag,2021-07-13 23:06:12.587842,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417620,17,Roadster-45290YAMAHA-FZ6(98CV)1300€2004-30279km02/11/2020
motomag-8417621,8417621,triumph,sprint 1050 st,700,2005,Routière,1050,50190,motomag,2021-07-13 23:06:14.227571,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417621,16,Routière-45290TRIUMPH-SPRINT1050700€2005-50190km02/11/2020
motomag-8417622,8417622,bmw,bmw f 900,2800,2020,Roadster,900,1000,motomag,2021-07-13 23:06:15.940436,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417622,1,Roadster-45290BMW-BMWF9002800€2020-1000km02/11/2020
motomag-8418772,8418772,triumph,speed triple 1050,11990,2018,Roadster,1050,15990,motomag,2021-07-13 23:06:17.471474,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418772,3,Roadster-88800TRIUMPH-SPEEDTRIPLE11990€2018-15990km01/11/2020
motomag-8418773,8418773,bmw,r 1200 gs,11590,2014,Trail,1200,38323,motomag,2021-07-13 23:06:19.136271,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418773,7,Trail-88800BMW-R1200GS11590€2014-38323km01/11/2020
motomag-8418774,8418774,suzuki,gsx750f,790,1993,Routière,750,75596,motomag,2021-07-13 23:06:20.675164,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418774,28,Routière-88800SUZUKI-GSX750F790€1993-75596km01/11/2020
motomag-8417064,8417064,kawasaki,z 750 r,5099,2011,Roadster,750,30630,motomag,2021-07-13 23:06:22.417181,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417064,10,Roadster-65000KAWASAKI-Z750R5099€2011-30630km01/07/2021
motomag-8417065,8417065,kawasaki,ninja 125,4099,2019,Routière,125,3957,motomag,2021-07-13 23:06:23.954955,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417065,2,Routière-65000KAWASAKI-NINJA1254099€2019-3957km01/07/2021
motomag-8419888,8419888,honda,varadero 125,1890,2001,Trail,125,19000,motomag,2021-07-13 23:06:25.595582,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419888,20,Trail-28110HONDA-VARADERO1251890€2001-19000km01/07/2021
motomag-8419889,8419889,suzuki,hayabusa 1340,11690,2015,Sportive,1340,10525,motomag,2021-07-13 23:06:27.234085,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419889,6,Sportive-28110SUZUKI-HAYABUSA134011690€2015-10525km01/07/2021
motomag-8419890,8419890,suzuki,gsf 1200 n bandit,2590,1999,Roadster,1200,67500,motomag,2021-07-13 23:06:28.873451,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419890,22,Roadster-28110SUZUKI-GSF1200NBAND2590€1999-67500km01/07/2021
motomag-8418614,8418614,moto-guzzi,norge 1200,5490,2011,Routière,1200,66901,motomag,2021-07-13 23:06:30.594440,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418614,10,Routière-53100MOTO-GUZZI-NORGE12005490€2011-66901km01/07/2021
motomag-8417336,8417336,yamaha,xt1200z,9260,2013,Trail,1200,56801,motomag,2021-07-13 23:06:32.221511,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417336,8,Trail-13400YAMAHA-XT1200Z9260€2013-56801km01/07/2021
motomag-8418872,8418872,ktm,50 sx,3500,2019,Cross,50,80,motomag,2021-07-13 23:06:33.988712,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418872,2,Cross-80136KTM-50SX3500€2019-80km01/07/2021
motomag-8417337,8417337,honda,vfr 1200 xd,8290,2014,Routière,1200,40260,motomag,2021-07-13 23:06:35.948283,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417337,7,Routière-13400HONDA-VFR1200XD8290€2014-40260km01/07/2021
motomag-8417342,8417342,yamaha,tmax 530 sx,9490,2017,Scooter,530,10100,motomag,2021-07-13 23:06:37.728014,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417342,4,Scooter-13127YAMAHA-TMAX530SX9490€2017-10100km01/07/2021
motomag-8419646,8419646,peugeot,kisbee,1599,2019,Scooter,50,12930,motomag,2021-07-13 23:06:39.384893,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419646,2,Scooter-30000PEUGEOT-KISBEE1599€2019-12930km01/07/2021
motomag-8417343,8417343,yamaha,tmax 530 abs white max,7890,2016,Scooter,500,22100,motomag,2021-07-13 23:06:41.463906,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417343,5,Scooter-13127YAMAHA-TMAX530ABS7890€2016-22100km01/07/2021
motomag-8419647,8419647,orcal,trevis 125,999,2014,Scooter,125,9050,motomag,2021-07-13 23:06:43.105211,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419647,7,Scooter-30000ORCAL-TREVIS125999€2014-9050km01/07/2021
motomag-8417344,8417344,yamaha,fjr 1300 abs,16000,2020,Routière,1300,7000,motomag,2021-07-13 23:06:44.853819,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417344,1,Routière-13127YAMAHA-FJR1300ABS16000€2020-7000km01/07/2021
motomag-8419648,8419648,ducati,monster 1100,6990,2009,Roadster,1100,28342,motomag,2021-07-13 23:06:46.790417,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419648,12,Roadster-30000DUCATI-MONSTER11006990€2009-28342km01/07/2021
motomag-8418371,8418371,kawasaki,z 1000,3600,2006,Roadster,1000,59500,motomag,2021-07-13 23:06:48.513213,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418371,15,Roadster-69800KAWASAKI-Z10003600€2006-59500km01/07/2021
motomag-8418125,8418125,kawasaki,z 900 rs,9990,2019,Roadster,900,2200,motomag,2021-07-13 23:06:50.270647,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418125,2,Roadster-59113KAWASAKI-Z900RS9990€2019-2200km01/07/2021
motomag-8417104,8417104,kawasaki,z 900,8599,2021,Routière,900,655,motomag,2021-07-13 23:06:51.982728,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417104,0,Routière-82000KAWASAKI-Z9008599€2021-655km01/07/2021
motomag-8417105,8417105,kawasaki,z 650,6699,2021,Roadster,702,485,motomag,2021-07-13 23:06:53.856148,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417105,0,Roadster-82000KAWASAKI-Z6506699€2021-485km01/07/2021
motomag-8419672,8419672,ducati,monster 821,7990,2018,Roadster,821,15726,motomag,2021-07-13 23:06:55.559103,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419672,3,Roadster-16430DUCATI-MONSTER8217990€2018-15726km01/07/2021
motomag-8416605,8416605,honda,vfr 1200 x,7100,2014,Trail,1200,57570,motomag,2021-07-13 23:06:57.442889,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8416605,7,Trail-77100HONDA-VFR1200X7100€2014-57570km01/07/2021
motomag-8416606,8416606,kawasaki,zrx,1400,2000,Roadster,1100,82623,motomag,2021-07-13 23:06:59.279764,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8416606,21,Roadster-77100KAWASAKI-ZRX1400€2000-82623km01/07/2021
motomag-8418156,8418156,suzuki,gsx-r 1340 hayabusa,17290,2021,Sportive,1340,2290,motomag,2021-07-13 23:07:00.924532,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418156,0,Sportive-30100SUZUKI-GSX-R1340HAYA17290€2021-2290km01/07/2021
motomag-8419183,8419183,yamaha,d'elight,2649,2021,Scooter,125,3000,motomag,2021-07-13 23:07:02.441553,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419183,0,Scooter-60740YAMAHA-D'ELIGHT2649€2021-3000km01/07/2021
motomag-8419443,8419443,kymco,agility 50,1099,2019,Scooter,50,3140,motomag,2021-07-13 23:07:04.195377,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419443,2,Scooter-02100KYMCO-AGILITY501099€2019-3140km01/07/2021
motomag-8418420,8418420,yamaha,yxz 1000r,28900,2019,Quad loisirs,1000,565,motomag,2021-07-13 23:07:05.936668,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418420,2,Quadloisirs-27000YAMAHA-YXZ1000R28900€2019-565km01/07/2021
motomag-8419444,8419444,suzuki,gsx-s 750,9500,2020,Roadster,750,1780,motomag,2021-07-13 23:07:07.608860,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419444,1,Roadster-02100SUZUKI-GSX-S7509500€2020-1780km01/07/2021
motomag-8418677,8418677,yamaha,tmax 530 iron max,8290,2016,Scooter,530,32500,motomag,2021-07-13 23:07:09.218883,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418677,5,Scooter-06400YAMAHA-TMAX530IRON8290€2016-32500km01/07/2021
motomag-8419958,8419958,honda,cb 500,4500,2016,Roadster,500,14000,motomag,2021-07-13 23:07:10.781197,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419958,5,Roadster-13200HONDA-CB5004500€2016-14000km01/07/2021
motomag-8418938,8418938,kymco,agility 50 mmc,1090,2018,Scooter,50,4358,motomag,2021-07-13 23:07:12.392319,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418938,3,Scooter-75010KYMCO-AGILITY50MMC1090€2018-4358km01/07/2021
motomag-8416928,8416928,honda,varadero 125,3190,2010,Trail,125,40969,motomag,2021-07-13 23:07:14.235876,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8416928,11,Trail-42300HONDA-VARADERO1253190€2010-40969km21/04/2021
motomag-8419505,8419505,yamaha,x-max 400,6890,2021,Scooter,400,500,motomag,2021-07-13 23:07:16.179781,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419505,0,Scooter-76250YAMAHA-X-MAX4006890€2021-500km21/04/2021
motomag-8419506,8419506,yamaha,fjr 1300 ae,18890,2021,Routière,1300,800,motomag,2021-07-13 23:07:17.719767,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419506,0,Routière-76250YAMAHA-FJR1300AE18890€2021-800km21/04/2021
motomag-8420054,8420054,suzuki,rv 75 vanvan,1390,1975,Collection,75,2879,motomag,2021-07-13 23:07:19.658481,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8420054,46,Collection-13127SUZUKI-RV75VANVAN1390€1975-2879km21/04/2021
motomag-8416738,8416738,niu,nqi sport,3175,2020,Scooter,125,500,motomag,2021-07-13 23:07:21.504759,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8416738,1,Scooter-74600NIU-NQISPORT3175€2020-500km21/04/2021
motomag-8419842,8419842,yamaha,tdm,1990,1993,Trail,850,66243,motomag,2021-07-13 23:07:23.237852,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419842,28,Trail-07100YAMAHA-TDM1990€1993-66243km20/04/2021
motomag-8418346,8418346,moto-guzzi,1200 sport,6290,2009,Roadster,1200,22200,motomag,2021-07-13 23:07:25.088284,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418346,12,Roadster-54000MOTO-GUZZI-1200SPORT6290€2009-22200km20/04/2021
motomag-8419417,8419417,bmw,r1250gs,19990,2020,Trail,1250,5566,motomag,2021-07-13 23:07:26.728434,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419417,1,Trail-44700BMW-R1250GS19990€2020-5566km20/04/2021
motomag-8417430,8417430,indian,ftr 1200 s,13990,2020,Roadster,1200,800,motomag,2021-07-13 23:07:28.462706,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417430,1,Roadster-27300INDIAN-FTR1200S13990€2020-800km20/04/2021
motomag-8417209,8417209,ducati,monster 1200 s,13990,2018,Roadster,1200,6027,motomag,2021-07-13 23:07:30.213096,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417209,3,Roadster-62100DUCATI-MONSTER120013990€2018-6027km20/04/2021
motomag-8420051,8420051,suzuki,gsx-r 1100,4990,1989,Collection,1100,25273,motomag,2021-07-13 23:07:31.857716,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8420051,32,Collection-13127SUZUKI-GSX-R11004990€1989-25273km20/04/2021
motomag-8420052,8420052,honda,crm 50,890,1988,Collection,50,16136,motomag,2021-07-13 23:07:33.693142,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8420052,33,Collection-13127HONDA-CRM50890€1988-16136km20/04/2021
motomag-8420053,8420053,ducati,hypermotard,3194,2010,Super Motard,1100,40000,motomag,2021-07-13 23:17:54.406067,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8420053,11,SuperMotard-13127DUCATI-HYPERMOTARD3194€2010-40000km20/04/2021
motomag-8418023,8418023,bmw,r 1200 rt,8900,2013,Routière,1200,70200,motomag,2021-07-13 23:17:54.660577,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418023,8,Routière-94370BMW-R1200RT8900€2013-70200km20/04/2021
motomag-8418064,8418064,honda,sh 125,3299,2020,Scooter,125,588,motomag,2021-07-13 23:17:54.934083,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418064,1,Scooter-75014HONDA-SH1253299€2020-588km17/04/2021
motomag-8419139,8419139,honda,fireblade,26200,2017,Sportive,1000,1200,motomag,2021-07-13 23:17:55.152249,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419139,4,Sportive-33210HONDA-FIREBLADE26200€2017-1200km17/04/2021
motomag-8417901,8417901,swm,sm 650 r,4499,2017,Super Motard,650,4650,motomag,2021-07-13 23:17:55.434283,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417901,4,SuperMotard-20137SWM-SM650R4499€2017-4650km17/04/2021
motomag-8419693,8419693,kawasaki,zzr 600,2100,1999,Sportive,600,63840,motomag,2021-07-13 23:17:55.633262,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419693,22,Sportive-72230KAWASAKI-ZZR6002100€1999-63840km17/04/2021
motomag-8419694,8419694,honda,vfr 750 f,4990,1997,Routière,750,17314,motomag,2021-07-13 23:17:55.840155,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419694,24,Routière-72230HONDA-VFR750F4990€1997-17314km17/04/2021
motomag-8419447,8419447,honda,fireblade,26200,2017,Sportive,1000,1200,motomag,2021-07-13 23:17:56.053063,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419447,4,Sportive-33210HONDA-FIREBLADE26200€2017-1200km17/04/2021
motomag-8419470,8419470,honda,fireblade,26200,2017,Sportive,1000,1200,motomag,2021-07-13 23:17:56.258701,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419470,4,Sportive-33210HONDA-FIREBLADE26200€2017-1200km17/04/2021
motomag-8418718,8418718,sym,cruisym 300,3500,2017,Scooter,300,6499,motomag,2021-07-13 23:17:56.529834,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418718,4,Scooter-17440SYM-CRUISYM3003500€2017-6499km17/04/2021
motomag-8419529,8419529,piaggio,mp3 300 lt abs,4100,2018,Scooter,300,32400,motomag,2021-07-13 23:17:56.760594,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419529,3,Scooter-75017PIAGGIO-MP3300LTABS4100€2018-32400km17/04/2021
motomag-8419808,8419808,suzuki,burgman 400,6290,2018,Scooter,400,6300,motomag,2021-07-13 23:17:56.967685,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419808,3,Scooter-11000SUZUKI-BURGMAN4006290€2018-6300km17/04/2021
motomag-8419809,8419809,honda,cbr 1000 rrr sp,22990,2020,Sportive,1000,400,motomag,2021-07-13 23:17:57.173848,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419809,1,Sportive-11000HONDA-CBR1000RRR22990€2020-400km17/04/2021
motomag-8419810,8419810,suzuki,burgman 650,3990,2010,Scooter,650,28000,motomag,2021-07-13 23:17:57.502435,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419810,11,Scooter-11000SUZUKI-BURGMAN6503990€2010-28000km17/04/2021
motomag-8419811,8419811,honda,gl 1800 dct,32400,2020,Routière,1800,800,motomag,2021-07-13 23:17:58.946197,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419811,1,Routière-11000HONDA-GL1800DCT32400€2020-800km17/04/2021
motomag-8420346,8420346,ktm,790 duke,8690,2020,Roadster,790,1209,motomag,2021-07-13 23:18:00.536807,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8420346,1,Roadster-67201KTM-790DUKE8690€2020-1209km17/04/2021
motomag-8419370,8419370,suzuki,1200 bandit,3290,1998,Routière,1200,41200,motomag,2021-07-13 23:18:02.144735,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419370,23,Routière-44700SUZUKI-1200BANDIT3290€1998-41200km16/04/2021
motomag-8417883,8417883,peugeot,tweet 125,1590,2016,Scooter,125,1105,motomag,2021-07-13 23:18:03.877167,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417883,5,Scooter-44700PEUGEOT-TWEET1251590€2016-1105km16/04/2021
motomag-8416442,8416442,triumph,t 100,7490,2011,Routière,865,5868,motomag,2021-07-13 23:18:05.474521,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8416442,10,Routière-78240TRIUMPH-T1007490€2011-5868km30/04/2021
motomag-8418516,8418516,bmw,k 1600 gtl,20800,2018,Routière,1600,16213,motomag,2021-07-13 23:18:30.969455,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418516,3,Routière-84000BMW-K1600GTL20800€2018-16213km30/04/2021
motomag-8418517,8418517,bmw,r 1250 rt,20900,2020,Routière,1250,4729,motomag,2021-07-13 23:18:32.563370,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418517,1,Routière-84000BMW-R1250RT20900€2020-4729km30/04/2021
motomag-8418518,8418518,bmw,f 800,8200,2020,Trail,800,1643,motomag,2021-07-13 23:18:34.307793,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418518,1,Trail-84000BMW-F8008200€2020-1643km30/04/2021
motomag-8416740,8416740,piaggio,mp3 500 lt,8290,2021,Scooter,500,5200,motomag,2021-07-13 23:18:35.956609,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8416740,0,Scooter-74600PIAGGIO-MP3500LT8290€2021-5200km30/04/2021
motomag-8416741,8416741,honda,africa twin crf1000l dct,9900,2016,Trail,1000,28750,motomag,2021-07-13 23:18:37.685718,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8416741,5,Trail-74600HONDA-AFRICATWIN9900€2016-28750km30/04/2021
motomag-8417522,8417522,harley-davidson,1690 street bob,13490,2014,Custom,1690,22134,motomag,2021-07-13 23:18:39.421993,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417522,7,Custom-22950HARLEY-DAVIDSON-1690STREET13490€2014-22134km30/04/2021
motomag-8416779,8416779,bmw,c evolution el,11000,2018,Scooter,600,9481,motomag,2021-07-13 23:18:41.321751,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8416779,3,Scooter-74600BMW-CEVOLUTION11000€2018-9481km29/04/2021
motomag-8417874,8417874,aprilia,rsv4 1000 rf,15999,2017,Sportive,1000,3850,motomag,2021-07-13 23:18:43.011042,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417874,4,Sportive-71100APRILIA-RSV41000RF15999€2017-3850km29/04/2021
