bike_color,bike_type,bike_year,brand,energy,engine_size,first_hand,homologue,mileage,model,price,reference,scraped_date,source,uniqid,url,version,warranty,year_circulation
Orange,Routière,2006,Honda,,1000,,,74900,CBF,2490,1875397,2021-07-01 15:00:44.296538,motovente,motovente-1875397,http://motovente.com/moto-occasion/annonce-moto-honda-1875397.html,,non,02-03-2006
Blanc,Sportive,2020,Suzuki,,125,,,3716,GSX-R 125,3990,1875459,2021-07-01 15:00:51.381319,motovente,motovente-1875459,http://motovente.com/moto-occasion/annonce-moto-suzuki-1875459.html,GSX-R 125,non,22-07-2020
Noir,Roadster,2014,Yamaha,,800,Oui,,30800,FZ8  ABS,5790,1875490,2021-07-01 15:00:59.353054,motovente,motovente-1875490,http://motovente.com/moto-occasion/annonce-moto-yamaha-1875490.html,FZ8  ABS,non,11-07-2014
Argent,Enduro,2011,Husaberg,,300,,,298,TE 300,4390,1875378,2021-07-01 15:01:04.246579,motovente,motovente-1875378,http://motovente.com/moto-occasion/annonce-moto-husaberg-1875378.html,TE 300,non,27-12-2010
Gris,Roadster,2006,Suzuki,,600,,,25700,GSR,3800,1875421,2021-07-01 15:01:05.765375,motovente,motovente-1875421,http://motovente.com/moto-occasion/annonce-moto-suzuki-1875421.html,GSR 600,non,29-03-2006
Noir,Sportive,2011,Aprilia,,1000,Oui,,6410,RSV4 1000 R,11250,1875444,2021-07-01 15:01:10.856185,motovente,motovente-1875444,http://motovente.com/moto-occasion/annonce-moto-aprilia-1875444.html,RSV4 1000 R,non,21-07-2011
Gris,Routière,2019,Yamaha,,850,,,8657,TRACER 900 GT,10990,1875493,2021-07-01 15:01:30.587885,motovente,motovente-1875493,http://motovente.com/moto-occasion/annonce-moto-yamaha-1875493.html,TRACER 900 GT,non,01-07-2019
Blanc,Routière,2014,BMW,,1200,,,25700,R 1200,8990,1875374,2021-07-01 15:02:11.174741,motovente,motovente-1875374,http://motovente.com/moto-occasion/annonce-moto-bmw-1875374.html,R 1200 R,non,09-01-2015
Argent,Scooter,2006,Suzuki,,400,,,8500,BURGMAN,3290,1874777,2021-07-01 15:02:40.835987,motovente,motovente-1874777,http://motovente.com/scooter-occasion/annonce-scooter-suzuki-1874777.html,BURGMAN 400,non,14-09-2006
Noir,Roadster,2018,Honda,,1100,Oui,,6249,CB 1100 RS,8790,1875418,2021-07-01 15:03:18.862200,motovente,motovente-1875418,http://motovente.com/moto-occasion/annonce-moto-honda-1875418.html,CB 1100 RS,non,23-10-2018
Rouge,Roadster,2010,Aprilia,,750,,,38278,SHIVER 750 47.5CV,3800,1875437,2021-07-01 15:03:42.754227,motovente,motovente-1875437,http://motovente.com/moto-occasion/annonce-moto-aprilia-1875437.html,SHIVER 750 47.5CV,non,23-06-2010
Noir,Scooter,2018,SYM,,600,Oui,,3772,MAXSYM 600,4990,1875426,2021-07-01 15:03:57.098053,motovente,motovente-1875426,http://motovente.com/scooter-occasion/annonce-scooter-sym-1875426.html,MAXSYM 600,non,21-03-2018
Gris,Scooter,2016,Piaggio,,50,,,23100,LIBERTY 50,2049,1875409,2021-07-01 15:04:06.262939,motovente,motovente-1875409,http://motovente.com/scooter-occasion/annonce-scooter-piaggio-1875409.html,LIBERTY 50,non,29-09-2016
Rouge,Sportive,2019,Honda,,471,Oui,,12713,CBR 500 R,5990,1875446,2021-07-01 15:04:21.305640,motovente,motovente-1875446,http://motovente.com/moto-occasion/annonce-moto-honda-1875446.html,CBR 500 R,non,15-06-2019
Rouge,Roadster,2010,Honda,,1000,,,20500,CB,6790,1875393,2021-07-01 15:04:28.280739,motovente,motovente-1875393,http://motovente.com/moto-occasion/annonce-moto-honda-1875393.html,CB 1000 R,non,29-10-2010
Noir,Trail,2015,Triumph,,800,Oui,,55100,TIGER 800 XRX,8000,1875383,2021-07-01 15:04:32.982730,motovente,motovente-1875383,http://motovente.com/moto-occasion/annonce-moto-triumph-1875383.html,TIGER 800 XRX,non,18-06-2015
Noir,Routière,2008,Honda,,1832,,,93033,GL1800A8,11990,1869711,2021-07-01 15:04:38.795832,motovente,motovente-1869711,http://motovente.com/moto-occasion/annonce-moto-honda-1869711.html,GL1800A8,non,05-05-2008
Argent,Roadster,2018,Honda,,1000,Oui,,4338,CB,11590,1875420,2021-07-01 15:05:00.377487,motovente,motovente-1875420,http://motovente.com/moto-occasion/annonce-moto-honda-1875420.html,CB1000R,non,31-05-2018
Noir,Vélomoteur,1986,Velosolex,Essence 2t,49,,Non,100,hongrois,350,1875494,2021-07-01 15:05:23.598752,motovente,motovente-1875494,http://motovente.com/velomoteur-occasion/annonce-velomoteur-velosolex-1875494.html,S 3800 noir,,27-06-2018
Bleu,Trial,2020,Sherco,,125,Oui,,322,125 TY CLASSIC,3890,1875473,2021-07-01 15:05:57.126675,motovente,motovente-1875473,http://motovente.com/moto-occasion/annonce-moto-sherco-1875473.html,125 TY CLASSIC,non,04-02-2020
Gris,Routière,2015,Yamaha,,900,,,34755,TRACER 900,7790,1875435,2021-07-01 15:06:24.305391,motovente,motovente-1875435,http://motovente.com/moto-occasion/annonce-moto-yamaha-1875435.html,TRACER 900,non,25-03-2015
Argent,Cross,2020,KTM,,250,Oui,,77,SX-F,6190,1875390,2021-07-01 15:07:10.716186,motovente,motovente-1875390,http://motovente.com/moto-occasion/annonce-moto-ktm-1875390.html,SX-F,non,01-01-2020
Gris,Scooter,2020,Honda,,125,Oui,,1000,PCX,2900,1875370,2021-07-01 15:08:07.220674,motovente,motovente-1875370,http://motovente.com/scooter-occasion/annonce-scooter-honda-1875370.html,PCX 125,non,22-07-2020
Gris,Roadster,2016,Yamaha,,800,Oui,,24300,FZ8 N ABS,5700,1875436,2021-07-01 15:08:41.801991,motovente,motovente-1875436,http://motovente.com/moto-occasion/annonce-moto-yamaha-1875436.html,FZ8 N ABS,non,23-04-2016
Noir,Scooter,2015,Honda,,600,,,33900,SWT 600,3799,1869746,2021-07-01 15:08:58.406510,motovente,motovente-1869746,http://motovente.com/scooter-occasion/annonce-scooter-honda-1869746.html,SWT 600,non,21-07-2015
Argent,Scooter,2021,Honda,,125,Oui,,505,NSS FORZA 125,4590,1875401,2021-07-01 15:09:00.691566,motovente,motovente-1875401,http://motovente.com/scooter-occasion/annonce-scooter-honda-1875401.html,NSS FORZA 125,non,27-02-2021
Argent,Sportive,2019,Aprilia,,1000,,,8965,RSV4 1000 RR,14499,1875440,2021-07-01 15:09:01.026269,motovente,motovente-1875440,http://motovente.com/moto-occasion/annonce-moto-aprilia-1875440.html,RSV4 1000 RR,non,03-09-2019
Noir,Scooter,2020,BMW,,650,Oui,,2800,C 650 GT,10890,1875472,2021-07-01 15:09:01.371420,motovente,motovente-1875472,http://motovente.com/scooter-occasion/annonce-scooter-bmw-1875472.html,C 650 GT,non,18-06-2020
Bleu,Roadster,2020,Yamaha,,689,Oui,,600,MT 07,7490,1875470,2021-07-01 15:09:04.153174,motovente,motovente-1875470,http://motovente.com/moto-occasion/annonce-moto-yamaha-1875470.html,MT 07,non,15-01-2021
Rouge,Routière,2017,Ducati,,950,,,2642,MULTISTRADA 950,11990,1872489,2021-07-01 15:09:04.397447,motovente,motovente-1872489,http://motovente.com/moto-occasion/annonce-moto-ducati-1872489.html,MULTISTRADA 950,non,08-06-2017
Argent,Scooter,2020,Suzuki,,125,Oui,,609,BURGMAN,3600,1875422,2021-07-01 15:09:04.622221,motovente,motovente-1875422,http://motovente.com/scooter-occasion/annonce-scooter-suzuki-1875422.html,BURGMAN 125,non,08-06-2020
Orange,Trail,2018,Honda,,500,Oui,,26500,CB 500 X,5200,1875371,2021-07-01 15:09:04.945557,motovente,motovente-1875371,http://motovente.com/moto-occasion/annonce-moto-honda-1875371.html,CB 500 X,non,16-05-2019
Jaune,Roadster,2017,Yamaha,,850,,,19560,XSR 900,7590,1875429,2021-07-01 15:09:06.495457,motovente,motovente-1875429,http://motovente.com/moto-occasion/annonce-moto-yamaha-1875429.html,XSR 900,non,15-03-2017
Bleu,Routière,2003,BMW,,1200,,,81764,K 1200,3490,1848662,2021-07-01 15:09:07.042673,motovente,motovente-1848662,http://motovente.com/moto-occasion/annonce-moto-bmw-1848662.html,K 1200 GT,non,27-05-2003
Marron,Custom,2005,Triumph,,2300,,,50000,ROCKET III ROADSTER,9890,1846527,2021-07-01 15:09:08.089128,motovente,motovente-1846527,http://motovente.com/moto-occasion/annonce-moto-triumph-1846527.html,ROCKET III ROADSTER,non,22-06-2005
Rouge,Roadster,2017,Triumph,,900,Oui,,27100,STREET TWIN 900,7200,1874423,2021-07-01 15:09:08.338135,motovente,motovente-1874423,http://motovente.com/moto-occasion/annonce-moto-triumph-1874423.html,STREET TWIN 900,non,10-08-2017
Noir,Scooter,2014,Piaggio,,500,,,23433,MP3 500LT SPORT,3800,1875456,2021-07-01 15:09:11.450563,motovente,motovente-1875456,http://motovente.com/scooter-occasion/annonce-scooter-piaggio-1875456.html,MP3 500LT SPORT,non,01-07-2014
Noir,Custom,2020,BMW,,1800,Oui,,1000,R 18 First Edition,21990,1875413,2021-07-01 15:09:12.972963,motovente,motovente-1875413,http://motovente.com/moto-occasion/annonce-moto-bmw-1875413.html,R 18 First Edition,non,29-12-2020
Argent,Roadster,2019,Yamaha,,850,,,9537,MT-09,7890,1875392,2021-07-01 15:09:14.146715,motovente,motovente-1875392,http://motovente.com/moto-occasion/annonce-moto-yamaha-1875392.html,MT-09,non,27-07-2019
Noir,Scooter,2017,Yamaha,,530,Oui,,23680,TMAX 530 DX,8790,1875439,2021-07-01 15:09:14.671949,motovente,motovente-1875439,http://motovente.com/scooter-occasion/annonce-scooter-yamaha-1875439.html,TMAX 530 DX,non,05-09-2017
Argent,Scooter,2021,Honda,,125,,,380,NSS FORZA 125,4700,1875404,2021-07-01 15:09:15.145354,motovente,motovente-1875404,http://motovente.com/scooter-occasion/annonce-scooter-honda-1875404.html,NSS FORZA 125,non,04-06-2021
Argent,Sportive,2021,Yamaha,,125,,,2280,YZF R125,4990,1875394,2021-07-01 15:09:15.384779,motovente,motovente-1875394,http://motovente.com/moto-occasion/annonce-moto-yamaha-1875394.html,YZF-R125,non,30-03-2021
Gris,Trail,2020,Triumph,,1200,,,2600,TIGER 1200 DESERT EDITION,18999,1874115,2021-07-01 15:09:15.622577,motovente,motovente-1874115,http://motovente.com/moto-occasion/annonce-moto-triumph-1874115.html,TIGER 1200 DESERT EDITION,non,27-07-2020
Noir,Cross,2018,Yamaha,,250,,,63,YZ,5990,1875417,2021-07-01 15:09:16.023238,motovente,motovente-1875417,http://motovente.com/moto-occasion/annonce-moto-yamaha-1875417.html,YZ250F,non,01-05-2018
Bleu,Enduro,2016,Sherco,,300,Oui,,4336,SE 300 FACTORY,5499,1875481,2021-07-01 15:09:16.377428,motovente,motovente-1875481,http://motovente.com/moto-occasion/annonce-moto-sherco-1875481.html,SE 300 FACTORY,non,12-05-2016
Blanc,Trail,2016,Triumph,,1200,,,9143,TIGER 1200 EXPLORER XRT,11490,1875454,2021-07-01 15:09:16.598360,motovente,motovente-1875454,http://motovente.com/moto-occasion/annonce-moto-triumph-1875454.html,TIGER 1200 EXPLORER XRT,non,31-08-2016
Bleu,Quad Loisirs,2021,Kymco,,550,,,418,MXU 550I EX,6799,1875414,2021-07-01 15:09:16.793113,motovente,motovente-1875414,http://motovente.com/quad-occasion/annonce-quad-kymco-1875414.html,MXU 550I EX,non,30-06-2021
Noir,Sportive,2019,Yamaha,,1000,Oui,,9939,YZF R1,16990,1875381,2021-07-01 15:09:16.977841,motovente,motovente-1875381,http://motovente.com/moto-occasion/annonce-moto-yamaha-1875381.html,YZF 1000 R1,non,04-06-2019
Blanc,Scooter,2016,Piaggio,,125,,,43271,XEVO 125 SPORT,1400,1875406,2021-07-01 15:09:17.135921,motovente,motovente-1875406,http://motovente.com/scooter-occasion/annonce-scooter-piaggio-1875406.html,XEVO 125 SPORT,non,19-02-2016
,Enduro,2016,Yamaha,,250,,,7000,WR,5995,1875464,2021-07-01 15:09:17.303215,motovente,motovente-1875464,http://motovente.com/moto-occasion/annonce-moto-yamaha-1875464.html,WR250F,non,12-12-2016
Blanc,Routière,2020,Honda,,750,,,2800,nc 750 x dct,8190,1875482,2021-07-01 15:09:17.489784,motovente,motovente-1875482,http://motovente.com/moto-occasion/annonce-moto-honda-1875482.html,nc 750 x dct,non,25-02-2020
Argent,Roadster,2019,Kawasaki,,650,Oui,,5900,NINJA 650 47.5,6600,1875433,2021-07-01 15:09:17.710486,motovente,motovente-1875433,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1875433.html,NINJA 650 47.5,non,13-06-2019
Gris,Routière,2007,Honda,Essence 4t,1300,,,103208,PAN-EUROPEAN,3500,1874430,2021-07-01 15:09:17.906768,motovente,motovente-1874430,http://motovente.com/moto-occasion/annonce-moto-honda-1874430.html,,,27-06-2007
Bleu,Enduro,2021,Sherco,,300,Oui,,300,SE 300 R,9490,1875474,2021-07-01 15:09:18.109512,motovente,motovente-1875474,http://motovente.com/moto-occasion/annonce-moto-sherco-1875474.html,SE 300 R,non,01-04-2021
Gris,Scooter,2014,Suzuki,,125,,,3800,BURGMAN,2499,1875410,2021-07-01 15:09:18.297418,motovente,motovente-1875410,http://motovente.com/scooter-occasion/annonce-scooter-suzuki-1875410.html,BURGMAN 125,non,19-06-2014
Violet,Custom,1997,Honda,,750,,,57520,VT SHADOW 750,5290,1870495,2021-07-01 15:09:18.462255,motovente,motovente-1870495,http://motovente.com/moto-occasion/annonce-moto-honda-1870495.html,VT SHADOW 750,non,09-06-1997
Gris,Routière,2020,Kawasaki,,900,Oui,,5474,Z 900,8790,1875419,2021-07-01 15:09:18.598562,motovente,motovente-1875419,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1875419.html,Z 900,non,22-09-2020
Blanc,Trail,2017,BMW,,1200,,,16500,R 1200,15900,1875382,2021-07-01 15:09:18.759098,motovente,motovente-1875382,http://motovente.com/moto-occasion/annonce-moto-bmw-1875382.html,R 1200 GS,non,06-09-2017
Argent,Roadster,2019,Triumph,,1200,,,7300,THRUXTON 1200 TFC,22900,1875449,2021-07-01 15:09:18.929940,motovente,motovente-1875449,http://motovente.com/moto-occasion/annonce-moto-triumph-1875449.html,THRUXTON 1200 TFC,non,04-06-2019
Argent,Roadster,2017,Triumph,,765,,,7412,STREET TRIPLE 765 RS,10500,1875451,2021-07-01 15:09:19.152298,motovente,motovente-1875451,http://motovente.com/moto-occasion/annonce-moto-triumph-1875451.html,STREET TRIPLE 765 RS,non,29-07-2017
Blanc,Roadster,2021,Kawasaki,,650,Oui,,550,Z 650,6650,1875388,2021-07-01 15:09:19.368800,motovente,motovente-1875388,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1875388.html,Z 650,non,07-02-2021
Rouge,Routière,2019,Benelli,,500,Oui,,8529,LEONCINO,4590,1875453,2021-07-01 15:09:19.581963,motovente,motovente-1875453,http://motovente.com/moto-occasion/annonce-moto-benelli-1875453.html,LEONCINO,non,20-03-2019
Blanc,Scooter,2014,Peugeot,,125,,,13000,TWEET 125,1590,1875385,2021-07-01 15:09:19.849327,motovente,motovente-1875385,http://motovente.com/scooter-occasion/annonce-scooter-peugeot-1875385.html,TWEET 125,non,01-06-2014
Noir,Roadster,2017,Suzuki,,125,Oui,,2938,GSX-S 125 ABS,3490,1875462,2021-07-01 15:09:20.061197,motovente,motovente-1875462,http://motovente.com/moto-occasion/annonce-moto-suzuki-1875462.html,GSX-S 125 ABS,non,18-11-2017
Argent,Scooter,2021,Honda,,125,Oui,,525,NSS FORZA 125,4590,1875400,2021-07-01 15:09:20.279087,motovente,motovente-1875400,http://motovente.com/scooter-occasion/annonce-scooter-honda-1875400.html,NSS FORZA 125,non,27-02-2021
Noir,Roadster,2016,KTM,,1290,Oui,,46547,1290 SUPER DUKE R,9490,1875465,2021-07-01 15:09:20.465309,motovente,motovente-1875465,http://motovente.com/moto-occasion/annonce-moto-ktm-1875465.html,1290 SUPER DUKE R,non,15-04-2016
Argent,Roadster,2007,Kawasaki,,650,,,13580,ER-6,4999,1875399,2021-07-01 15:09:20.663763,motovente,motovente-1875399,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1875399.html,ER-6,non,15-05-2007
Blanc,Routière,2020,Honda,,750,,,2800,nc 750 x dct,8190,1875483,2021-07-01 15:09:20.847809,motovente,motovente-1875483,http://motovente.com/moto-occasion/annonce-moto-honda-1875483.html,nc 750 x dct,non,25-02-2020
Blanc,Quad Utilitaire,2018,Hytrack,,310,Oui,,3195,HY310,3590,1875480,2021-07-01 15:09:21.028828,motovente,motovente-1875480,http://motovente.com/quad-occasion/annonce-quad-hytrack-1875480.html,HY310,non,19-06-2018
Vert,Routière,2021,Kawasaki,,1000,Oui,,500,NINJA 1000 SX,13280,1875386,2021-07-01 15:09:21.221027,motovente,motovente-1875386,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1875386.html,NINJA 1000 SX,non,17-02-2021
Blanc,Roadster,2019,Aprilia,,900,,,5065,SHIVER 900,6390,1875423,2021-07-01 15:09:21.435546,motovente,motovente-1875423,http://motovente.com/moto-occasion/annonce-moto-aprilia-1875423.html,SHIVER 900,non,13-02-2019
Argent,Routière,2004,Honda,,800,,,68700,VFR 800 VTEC,3900,1875432,2021-07-01 15:09:21.620561,motovente,motovente-1875432,http://motovente.com/moto-occasion/annonce-moto-honda-1875432.html,VFR 800 VTEC,non,01-06-2004
Gris,Scooter,2018,Honda,,125,Oui,,15045,PCX,2490,1875447,2021-07-01 15:09:21.821718,motovente,motovente-1875447,http://motovente.com/scooter-occasion/annonce-scooter-honda-1875447.html,PCX 125,non,19-05-2018
Gris,Scooter,2015,Piaggio,,50,Oui,,20400,TYPHOON 50,1299,1875460,2021-07-01 15:09:22.094877,motovente,motovente-1875460,http://motovente.com/scooter-occasion/annonce-scooter-piaggio-1875460.html,TYPHOON 50,non,13-10-2015
Noir,Scooter,2015,BMW,,125,,,12100,C EVOLUTION EL,9999,1875411,2021-07-01 15:09:22.300283,motovente,motovente-1875411,http://motovente.com/scooter-occasion/annonce-scooter-bmw-1875411.html,C EVOLUTION EL,non,14-10-2015
Argent,Roadster,2020,Kawasaki,,650,,,490,Z650 - Z650,6590,1875434,2021-07-01 15:09:22.502447,motovente,motovente-1875434,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1875434.html,Z650 - Z650,non,14-05-2020
Noir,Routière,2020,Yamaha,,850,Oui,,12225,TRACER 900 GT,11490,1875380,2021-07-01 15:09:22.690992,motovente,motovente-1875380,http://motovente.com/moto-occasion/annonce-moto-yamaha-1875380.html,TRACER 900 GT,non,24-06-2020
Rouge,Roadster,2017,Honda,,500,,,26574,CB 500 X,5290,1870865,2021-07-01 15:09:22.888847,motovente,motovente-1870865,http://motovente.com/moto-occasion/annonce-moto-honda-1870865.html,CB 500 X,non,28-03-2017
Gris,Scooter,2018,Yamaha,,300,Oui,,486,X-MAX 300 ABS,5290,1875384,2021-07-01 15:09:23.073932,motovente,motovente-1875384,http://motovente.com/scooter-occasion/annonce-scooter-yamaha-1875384.html,X-MAX 300 ABS,non,23-02-2018
Gris,Trail,2020,Triumph,,1050,,,15100,TIGER 1050 ABS,12290,1875467,2021-07-01 15:09:23.257097,motovente,motovente-1875467,http://motovente.com/moto-occasion/annonce-moto-triumph-1875467.html,TIGER 1050 ABS,non,04-01-2020
Noir,Sportive,2017,Kawasaki,,1000,,,10150,NINJA ZX10RR,16990,1875469,2021-07-01 15:09:23.613170,motovente,motovente-1875469,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1875469.html,NINJA ZX10RR,non,28-03-2017
Bleu,Scooter,2021,Honda,,350,Oui,,381,NSS FORZA 350,5690,1875458,2021-07-01 15:09:24.069773,motovente,motovente-1875458,http://motovente.com/scooter-occasion/annonce-scooter-honda-1875458.html,NSS FORZA 350,non,24-03-2021
Noir,Routière,2021,Triumph,,1200,Oui,,3990,Bonneville T120 Black,10900,1875448,2021-07-01 15:09:24.560433,motovente,motovente-1875448,http://motovente.com/moto-occasion/annonce-moto-triumph-1875448.html,Bonneville T120 Black,non,29-04-2021
Blanc,Super Motard,2011,KTM,,990,,,41425,990 SMT,6490,1875461,2021-07-01 15:09:24.867373,motovente,motovente-1875461,http://motovente.com/moto-occasion/annonce-moto-ktm-1875461.html,990 SMT,non,15-03-2011
Noir,Scooter,2017,Kymco,,550,,,11090,AK 550,6290,1875369,2021-07-01 15:09:25.107794,motovente,motovente-1875369,http://motovente.com/scooter-occasion/annonce-scooter-kymco-1875369.html,AK 550,non,17-11-2017
Gris,Scooter,2017,Daelim,,300,,,16300,S300,1990,1875489,2021-07-01 15:09:25.356589,motovente,motovente-1875489,http://motovente.com/scooter-occasion/annonce-scooter-daelim-1875489.html,S300,non,02-03-2017
Noir,Routière,2020,Kawasaki,,900,,,2500,Z 900,9990,1875492,2021-07-01 15:09:25.668943,motovente,motovente-1875492,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1875492.html,Z 900,non,05-05-2020
Blanc,Roadster,2011,Suzuki,,650,,,50140,GLADIUS 650,3999,1875478,2021-07-01 15:09:25.881074,motovente,motovente-1875478,http://motovente.com/moto-occasion/annonce-moto-suzuki-1875478.html,GLADIUS 650,non,24-09-2011
Noir,Scooter,2021,Honda,,125,Oui,,545,NSS FORZA 125,4590,1875403,2021-07-01 15:09:26.194288,motovente,motovente-1875403,http://motovente.com/scooter-occasion/annonce-scooter-honda-1875403.html,NSS FORZA 125,non,27-02-2021
Noir,Roadster,2015,Suzuki,,750,Oui,,7089,GSR,6490,1875376,2021-07-01 15:09:26.583869,motovente,motovente-1875376,http://motovente.com/moto-occasion/annonce-moto-suzuki-1875376.html,GSR 750,non,07-05-2015
Noir,Scooter,2020,Piaggio,,125,Oui,,6100,MEDLEY 125,2900,1875477,2021-07-01 15:09:26.967819,motovente,motovente-1875477,http://motovente.com/scooter-occasion/annonce-scooter-piaggio-1875477.html,MEDLEY 125,non,20-05-2020
Blanc,Scooter,2016,Piaggio,,500,Oui,,21700,MP3 500 LT,5690,1875438,2021-07-01 15:09:27.341737,motovente,motovente-1875438,http://motovente.com/scooter-occasion/annonce-scooter-piaggio-1875438.html,MP3 500 LT,non,10-02-2016
Blanc,Scooter,2015,Kymco,,350,,,9500,DOWNTOWN 350 ABS,3190,1873991,2021-07-01 15:09:27.655354,motovente,motovente-1873991,http://motovente.com/scooter-occasion/annonce-scooter-kymco-1873991.html,DOWNTOWN 350 ABS,non,22-10-2015
Bleu,Roadster,2011,Suzuki,,650,,,63120,GLADIUS 650,3400,1875428,2021-07-01 15:09:27.858281,motovente,motovente-1875428,http://motovente.com/moto-occasion/annonce-moto-suzuki-1875428.html,GLADIUS 650,non,11-10-2011
Blanc,Sportive,2014,Honda,,1000,,,32789,CBR 1000 RR SP1,9990,1870867,2021-07-01 15:09:28.049312,motovente,motovente-1870867,http://motovente.com/moto-occasion/annonce-moto-honda-1870867.html,CBR 1000 RR SP1,non,30-09-2014
Bleu,Routière,2000,BMW,,1100,,,166883,R 1100,1000,1872101,2021-07-01 15:09:28.217462,motovente,motovente-1872101,http://motovente.com/moto-occasion/annonce-moto-bmw-1872101.html,R 1100 RT,non,15-06-2000
Vert,Roadster,1994,Ducati,,600,,,74663,600 MONSTER,800,1874932,2021-07-01 15:09:28.698121,motovente,motovente-1874932,http://motovente.com/moto-occasion/annonce-moto-ducati-1874932.html,600 MONSTER,non,20-04-1994
Noir,Roadster,2019,Husqvarna,,701,Oui,,4308,SVARTPILEN 701,8899,1871607,2021-07-01 15:09:28.921611,motovente,motovente-1871607,http://motovente.com/moto-occasion/annonce-moto-husqvarna-1871607.html,SVARTPILEN 701,non,27-03-2019
Blanc,Roadster,2018,Triumph,,1050,Oui,,4598,SPEED TRIPLE 1050 R,13900,1873719,2021-07-01 15:09:29.141752,motovente,motovente-1873719,http://motovente.com/moto-occasion/annonce-moto-triumph-1873719.html,SPEED TRIPLE 1050 R,non,21-11-2018
Bleu,Routière,2018,BMW,,800,Oui,,4910,F800GT,9390,1865264,2021-07-01 15:09:29.360088,motovente,motovente-1865264,http://motovente.com/moto-occasion/annonce-moto-bmw-1865264.html,F800GT,non,09-10-2018
Noir,Roadster,2013,Yamaha,,600,,,3650,XJ6-N,4990,1875491,2021-07-01 15:09:29.621760,motovente,motovente-1875491,http://motovente.com/moto-occasion/annonce-moto-yamaha-1875491.html,XJ6-N,non,24-05-2013
Orange,Trail,2019,KTM,,799,Oui,,18448,790 ADVENTURE,9990,1872100,2021-07-01 15:09:29.807736,motovente,motovente-1872100,http://motovente.com/moto-occasion/annonce-moto-ktm-1872100.html,790 ADVENTURE,non,30-04-2019
Rouge,Super Motard,2007,Ducati,,1100,,,46500,HYPERMOTARD,5990,1875379,2021-07-01 15:09:30.018460,motovente,motovente-1875379,http://motovente.com/moto-occasion/annonce-moto-ducati-1875379.html,,non,18-07-2007
Noir,Routière,2013,Yamaha,,800,,,37710,FAZER8,5490,1873199,2021-07-01 15:09:30.171572,motovente,motovente-1873199,http://motovente.com/moto-occasion/annonce-moto-yamaha-1873199.html,FAZER8,non,05-04-2013
Argent,Routière,2018,Triumph,,1200,,,5135,Bonneville T120,10900,1875450,2021-07-01 15:09:30.407304,motovente,motovente-1875450,http://motovente.com/moto-occasion/annonce-moto-triumph-1875450.html,Bonneville T120,non,26-04-2018
Noir,Roadster,2015,Suzuki,,650,,,8522,GLADIUS 650,4990,1871378,2021-07-01 15:09:30.656153,motovente,motovente-1871378,http://motovente.com/moto-occasion/annonce-moto-suzuki-1871378.html,GLADIUS 650,non,18-03-2015
Noir,Roadster,2021,Kawasaki,,650,Oui,,550,Z 650,6700,1875389,2021-07-01 15:09:31.165547,motovente,motovente-1875389,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1875389.html,Z 650,non,07-02-2021
Blanc,Scooter,2011,Yamaha,,500,,,45900,TMAX 500 ABS,3999,1875408,2021-07-01 15:09:31.414400,motovente,motovente-1875408,http://motovente.com/scooter-occasion/annonce-scooter-yamaha-1875408.html,TMAX 500 ABS,non,30-06-2011
Rouge,Trail,2014,Ducati,,1200,,,24025,MULTISTRADA PIK,10990,1875391,2021-07-01 15:09:32.073201,motovente,motovente-1875391,http://motovente.com/moto-occasion/annonce-moto-ducati-1875391.html,MULTISTRADA PIK,non,26-03-2014
Bordeaux,Routière,2007,Yamaha,,1300,,,30388,FJR 1300A,7990,1864136,2021-07-01 15:09:32.289899,motovente,motovente-1864136,http://motovente.com/moto-occasion/annonce-moto-yamaha-1864136.html,FJR 1300A,non,09-03-2007
Noir,Scooter,2011,Aprilia,,125,Oui,,50824,ATLANTIC,1690,1875485,2021-07-01 15:09:32.491272,motovente,motovente-1875485,http://motovente.com/scooter-occasion/annonce-scooter-aprilia-1875485.html,ATLANTIC 125,non,15-02-2011
Rouge,Enduro,2021,Beta,,350,Oui,,200,RR,7990,1875475,2021-07-01 15:09:33.455086,motovente,motovente-1875475,http://motovente.com/moto-occasion/annonce-moto-beta-1875475.html,RR,non,01-06-2021
Noir,Roadster,2012,Suzuki,,750,,,13760,GSR,5490,1875430,2021-07-01 15:09:33.672750,motovente,motovente-1875430,http://motovente.com/moto-occasion/annonce-moto-suzuki-1875430.html,GSR 750,non,29-03-2012
Gris,Scooter,2019,Honda,,125,,,14500,NSS FORZA 125,3790,1875487,2021-07-01 15:09:33.897865,motovente,motovente-1875487,http://motovente.com/scooter-occasion/annonce-scooter-honda-1875487.html,NSS FORZA 125,non,31-07-2019
Noir,Routière,2019,Yamaha,,850,Oui,,13957,TRACER 900 GT,10990,1875416,2021-07-01 15:09:34.165875,motovente,motovente-1875416,http://motovente.com/moto-occasion/annonce-moto-yamaha-1875416.html,TRACER 900 GT,non,26-04-2019
