bike_color,bike_type,bike_year,brand,energy,engine_size,first_hand,homologue,mileage,model,price,reference,scraped_date,source,uniqid,url,version,warranty,year_circulation
Noir,Roadster,2019,BMW,,1250,Oui,,11640,R1250R,15490,1876333,2021-09-05 08:09:23.660336,motovente,motovente-1876333,http://motovente.com/moto-occasion/annonce-moto-bmw-1876333.html,R1250R,non,23-07-2019
Noir,Roadster,2018,Yamaha,,695,Oui,,10050,MT-07 (47.5CV),6490,1881141,2021-09-05 08:09:23.827082,motovente,motovente-1881141,http://motovente.com/moto-occasion/annonce-moto-yamaha-1881141.html,MT-07 (47.5CV),non,17-11-2018
Noir,Scooter,2019,Yamaha,,530,Oui,,5600,TMAX 530 SX SPORT EDITION,10500,1881155,2021-09-05 08:09:23.997723,motovente,motovente-1881155,http://motovente.com/scooter-occasion/annonce-scooter-yamaha-1881155.html,TMAX 530 SX SPORT EDITION,non,21-03-2019
Gris,Scooter,2021,Yamaha,,560,Oui,,873,TMAX 560 TECH MAX KAMO,13990,1881177,2021-09-05 08:09:24.169649,motovente,motovente-1881177,http://motovente.com/scooter-occasion/annonce-scooter-yamaha-1881177.html,TMAX 560 TECH MAX KAMO,non,14-08-2021
Gris,Roadster,2015,Yamaha,,689,,,25000,MT-07,5200,1881063,2021-09-05 08:09:24.340212,motovente,motovente-1881063,http://motovente.com/moto-occasion/annonce-moto-yamaha-1881063.html,MT-07,non,18-12-2015
Rouge,Trail,2016,Honda,,1000,,,15484,AFRICA TWIN CRF1000L DCT,8900,1881112,2021-09-05 08:09:24.511835,motovente,motovente-1881112,http://motovente.com/moto-occasion/annonce-moto-honda-1881112.html,AFRICA TWIN CRF1000L DCT,non,12-10-2016
Noir,Scooter,2020,Yamaha,,125,Oui,,870,X-MAX,4490,1881159,2021-09-05 08:09:24.682571,motovente,motovente-1881159,http://motovente.com/scooter-occasion/annonce-scooter-yamaha-1881159.html,X-MAX 125,non,02-06-2020
Blanc,Roadster,2019,Kawasaki,,125,Oui,,3000,Z750,4490,1881178,2021-09-05 08:09:24.852552,motovente,motovente-1881178,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1881178.html,Z,non,06-03-2019
Bleu,Scooter,2019,Yamaha,,530,,,2100,TMAX 530 SX,10900,1881067,2021-09-05 08:09:25.020932,motovente,motovente-1881067,http://motovente.com/scooter-occasion/annonce-scooter-yamaha-1881067.html,TMAX 530 SX,non,18-04-2019
Bleu,Routière,2009,BMW,,1200,,,47800,R 1200,7700,1881172,2021-09-05 08:09:25.187886,motovente,motovente-1881172,http://motovente.com/moto-occasion/annonce-moto-bmw-1881172.html,R 1200 RT,non,19-01-2009
Noir,Roadster,2018,KTM,,790,Oui,,6509,790 DUKE,7290,1881138,2021-09-05 08:09:25.356354,motovente,motovente-1881138,http://motovente.com/moto-occasion/annonce-moto-ktm-1881138.html,790 DUKE,non,06-06-2018
Vert,Sportive,2013,Kawasaki,,650,,,47070,ER6,3790,1881046,2021-09-05 08:09:25.523540,motovente,motovente-1881046,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1881046.html,ER6F,non,19-04-2013
,Roadster,2016,Yamaha,,1000,,,15430,MT-10,10999,1881137,2021-09-05 08:09:25.689449,motovente,motovente-1881137,http://motovente.com/moto-occasion/annonce-moto-yamaha-1881137.html,MT-10,non,23-09-2016
Blanc,Routière,2016,BMW,,1000,,,13600,S 1000 XR,11990,1881121,2021-09-05 08:09:25.855942,motovente,motovente-1881121,http://motovente.com/moto-occasion/annonce-moto-bmw-1881121.html,S 1000 XR,non,21-11-2016
Rouge,Scooter,2011,Piaggio,,300,,,34632,MP3 300 LT,2490,1881077,2021-09-05 08:09:26.024658,motovente,motovente-1881077,http://motovente.com/scooter-occasion/annonce-scooter-piaggio-1881077.html,MP3 300 LT,non,22-07-2011
Argent,Sportive,2020,KTM,,390,,,3121,RC 390 ABS,4990,1881102,2021-09-05 08:09:26.190761,motovente,motovente-1881102,http://motovente.com/moto-occasion/annonce-moto-ktm-1881102.html,RC 390 ABS,non,05-07-2020
Blanc,Scooter,2009,Honda,,400,,,30869,SWT 400,3200,1881111,2021-09-05 08:09:26.357075,motovente,motovente-1881111,http://motovente.com/scooter-occasion/annonce-scooter-honda-1881111.html,SWT 400,non,11-08-2009
Argent,Roadster,2021,Kawasaki,,1000,Oui,,598,ZH2 SE - Z H2 SE,17899,1881128,2021-09-05 08:09:26.525911,motovente,motovente-1881128,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1881128.html,ZH2 SE - Z H2 SE,non,08-07-2021
Blanc,Roadster,2016,KTM,,125,,,20200,125 DUKE,3400,1881057,2021-09-05 08:09:26.694367,motovente,motovente-1881057,http://motovente.com/moto-occasion/annonce-moto-ktm-1881057.html,125 DUKE,non,21-09-2016
Rouge,Roadster,2019,Indian,,1200,,,5168,FTR 1200 S REPLICA,11500,1881168,2021-09-05 08:09:26.863566,motovente,motovente-1881168,http://motovente.com/moto-occasion/annonce-moto-indian-1881168.html,FTR 1200 S REPLICA,non,13-06-2019
Bleu,Roadster,2006,Yamaha,,1000,,,93372,FZ1 FAZER,3500,1881069,2021-09-05 08:09:27.036156,motovente,motovente-1881069,http://motovente.com/moto-occasion/annonce-moto-yamaha-1881069.html,FZ1,non,29-08-2006
,Scooter,2019,Piaggio,,500,Oui,,4138,MP3 500 HPE SPORT ABS/ASR,7999,1877177,2021-09-05 08:09:27.203889,motovente,motovente-1877177,http://motovente.com/scooter-occasion/annonce-scooter-piaggio-1877177.html,MP3 500 HPE SPORT ABS/ASR,non,21-08-2019
Bleu,Roadster,2018,Suzuki,,125,Oui,,7450,GSX-S 125 ABS,3190,1881158,2021-09-05 08:09:27.372459,motovente,motovente-1881158,http://motovente.com/moto-occasion/annonce-moto-suzuki-1881158.html,GSX-S 125 ABS,non,29-08-2018
Noir,Scooter,2020,Yamaha,,560,Oui,,2250,TMAX 560 TECH MAX,13499,1881187,2021-09-05 08:09:27.542283,motovente,motovente-1881187,http://motovente.com/scooter-occasion/annonce-scooter-yamaha-1881187.html,TMAX 560 TECH MAX,non,03-07-2020
Bleu,Sportive,2012,BMW,,1000,,,24300,S1000RR ABS,10500,1881176,2021-09-05 08:09:27.711942,motovente,motovente-1881176,http://motovente.com/moto-occasion/annonce-moto-bmw-1881176.html,S1000RR ABS,non,17-07-2012
Gris,Trail,2003,Suzuki,,1000,,,41400,DL 1000,3890,1881136,2021-09-05 08:09:27.880958,motovente,motovente-1881136,http://motovente.com/moto-occasion/annonce-moto-suzuki-1881136.html,DL 1000,non,16-06-2003
Blanc,Trail,2018,BMW,,850,,,14939,F 850 GS,13990,1881184,2021-09-05 08:09:28.050912,motovente,motovente-1881184,http://motovente.com/moto-occasion/annonce-moto-bmw-1881184.html,F 850 GS,non,29-05-2018
Noir,Sportive,2011,BMW,,1000,,,23580,S1000RR ABS,11490,1881119,2021-09-05 08:09:28.218860,motovente,motovente-1881119,http://motovente.com/moto-occasion/annonce-moto-bmw-1881119.html,S1000RR ABS,non,10-06-2011
Gris,Scooter,2020,Yamaha,,560,Oui,,9200,TMAX 560 TECH MAX,11299,1881169,2021-09-05 08:09:28.385714,motovente,motovente-1881169,http://motovente.com/scooter-occasion/annonce-scooter-yamaha-1881169.html,TMAX 560 TECH MAX,non,11-02-2020
Blanc,Routière,2018,BMW,,800,,,20624,F 800 GT,7590,1881135,2021-09-05 08:09:28.554379,motovente,motovente-1881135,http://motovente.com/moto-occasion/annonce-moto-bmw-1881135.html,F 800 GT,non,26-04-2018
Noir,Roadster,2017,Suzuki,,1000,,,23613,GSX-S 1000 ABS,7990,1879093,2021-09-05 08:09:28.721332,motovente,motovente-1879093,http://motovente.com/moto-occasion/annonce-moto-suzuki-1879093.html,GSX-S 1000 ABS,non,15-06-2017
Gris,Scooter,2017,Yamaha,,530,,,23570,T MAX  SX,8590,1881049,2021-09-05 08:09:28.889958,motovente,motovente-1881049,http://motovente.com/scooter-occasion/annonce-scooter-yamaha-1881049.html,T MAX  SX,non,21-04-2017
Bleu,Roadster,2017,Suzuki,,650,,,6600,SV 650,5200,1881174,2021-09-05 08:09:29.059795,motovente,motovente-1881174,http://motovente.com/moto-occasion/annonce-moto-suzuki-1881174.html,SV 650,non,23-06-2017
Bleu,Roadster,2020,Suzuki,,125,,,2949,GSX-S 125 ABS,3700,1881098,2021-09-05 08:09:29.226087,motovente,motovente-1881098,http://motovente.com/moto-occasion/annonce-moto-suzuki-1881098.html,GSX-S 125 ABS,non,17-03-2020
Bleu,Trail,2020,Suzuki,,645,Oui,,7813,DL 650 V-STROM,6990,1881165,2021-09-05 08:09:29.425784,motovente,motovente-1881165,http://motovente.com/moto-occasion/annonce-moto-suzuki-1881165.html,DL 650 V-STROM,non,22-10-2020
Noir,Trail,2021,BMW,,1250,Oui,,1800,R 1250 GS,22290,1881182,2021-09-05 08:09:29.593093,motovente,motovente-1881182,http://motovente.com/moto-occasion/annonce-moto-bmw-1881182.html,R 1250 GS,non,08-01-2021
Bleu,Cross,2018,Yamaha,,125,,,65,YZ,4990,1881132,2021-09-05 08:09:29.759210,motovente,motovente-1881132,http://motovente.com/moto-occasion/annonce-moto-yamaha-1881132.html,YZ 125,non,21-05-2019
Argent,Routière,2018,Yamaha,,847,Oui,,6755,NIKEN,9490,1845396,2021-09-05 08:09:29.929394,motovente,motovente-1845396,http://motovente.com/moto-occasion/annonce-moto-yamaha-1845396.html,NIKEN,non,18-10-2018
Bleu,Scooter,2021,Piaggio,,400,Oui,,300,BEVERLY 400,5400,1881151,2021-09-05 08:09:30.101712,motovente,motovente-1881151,http://motovente.com/scooter-occasion/annonce-scooter-piaggio-1881151.html,BEVERLY 400,non,11-05-2021
Orange,Trail,2018,KTM,,1290,,,26000,1290 ADVENTURE S,12990,1881078,2021-09-05 08:09:30.271789,motovente,motovente-1881078,http://motovente.com/moto-occasion/annonce-moto-ktm-1881078.html,1290 ADVENTURE S,non,23-10-2018
Argent,Custom,2007,Kawasaki,,125,Oui,,1450,ELIMINATOR 125,2690,1881145,2021-09-05 08:09:30.441481,motovente,motovente-1881145,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1881145.html,ELIMINATOR 125,non,30-05-2007
Gris,Routière,2019,Yamaha,,850,Oui,,9855,TRACER 900 GT,10990,1881133,2021-09-05 08:09:30.619042,motovente,motovente-1881133,http://motovente.com/moto-occasion/annonce-moto-yamaha-1881133.html,TRACER 900 GT,non,24-10-2019
Rouge,Roadster,2008,Kymco,,125,,,23500,QUANNON,1700,1881173,2021-09-05 08:09:30.794076,motovente,motovente-1881173,http://motovente.com/moto-occasion/annonce-moto-kymco-1881173.html,QUANNON,non,03-07-2008
Bleu,Scooter,2017,Yamaha,,400,,,24597,X-MAX 400,4590,1881134,2021-09-05 08:09:30.967971,motovente,motovente-1881134,http://motovente.com/scooter-occasion/annonce-scooter-yamaha-1881134.html,X-MAX 400,non,29-12-2017
Noir,Roadster,2020,Honda,,125,Oui,,1573,CB 125 F,2100,1881117,2021-09-05 08:09:31.141850,motovente,motovente-1881117,http://motovente.com/moto-occasion/annonce-moto-honda-1881117.html,CB 125 F,non,31-07-2020
Blanc,Trail,2020,KTM,,799,,,5053,790 ADVENTURE,9490,1870187,2021-09-05 08:09:31.315472,motovente,motovente-1870187,http://motovente.com/moto-occasion/annonce-moto-ktm-1870187.html,790 ADVENTURE,non,22-07-2020
Blanc,Trail,2021,Benelli,,500,,,3700,TRK 502,5699,1881095,2021-09-05 08:09:31.486684,motovente,motovente-1881095,http://motovente.com/moto-occasion/annonce-moto-benelli-1881095.html,TRK 502,non,11-06-2021
Gris,Scooter,2019,Yamaha,,530,Oui,,3105,TMAX 530 ABS,9300,1881142,2021-09-05 08:09:31.657114,motovente,motovente-1881142,http://motovente.com/scooter-occasion/annonce-scooter-yamaha-1881142.html,TMAX 530 ABS,non,18-12-2019
Noir,Routière,2020,Yamaha,,1298,,,5156,FJR 1300 AE,17490,1881166,2021-09-05 08:09:31.831552,motovente,motovente-1881166,http://motovente.com/moto-occasion/annonce-moto-yamaha-1881166.html,FJR 1300 AE,non,15-10-2020
Bleu,Scooter,2017,Yamaha,,530,,,11956,TMAX 530 DX,10290,1879775,2021-09-05 08:09:32.007674,motovente,motovente-1879775,http://motovente.com/scooter-occasion/annonce-scooter-yamaha-1879775.html,TMAX 530 DX,non,31-05-2017
Bleu,Trail,2021,BMW,,1250,Oui,,5556,R 1250 GS ADVENTURE,22000,1881183,2021-09-05 08:09:32.177445,motovente,motovente-1881183,http://motovente.com/moto-occasion/annonce-moto-bmw-1881183.html,R 1250 GS ADVENTURE,non,24-03-2021
Vert,Roadster,2020,Kawasaki,,650,,,1485,Z 650,6890,1881056,2021-09-05 08:09:32.347887,motovente,motovente-1881056,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1881056.html,Z 650,non,20-06-2020
Noir,Trail,2016,KTM,,1050,,,28500,1050 ADVENTURE,8990,1881083,2021-09-05 08:09:32.520032,motovente,motovente-1881083,http://motovente.com/moto-occasion/annonce-moto-ktm-1881083.html,1050 ADVENTURE,non,04-03-2016
Blanc,Roadster,2017,Honda,,500,,,16106,CB,4990,1881052,2021-09-05 08:09:32.690281,motovente,motovente-1881052,http://motovente.com/moto-occasion/annonce-moto-honda-1881052.html,CB 500,non,02-02-2017
Gris,Scooter,2020,Piaggio,,500,,,6950,MP3 500 HPE SPORT ABS/ASR,8999,1881143,2021-09-05 08:09:32.862020,motovente,motovente-1881143,http://motovente.com/scooter-occasion/annonce-scooter-piaggio-1881143.html,MP3 500 HPE SPORT ABS/ASR,non,23-07-2020
Blanc,Trail,2012,Triumph,,800,Oui,,27520,TIGER 800 ABS,7590,1881097,2021-09-05 08:09:33.032175,motovente,motovente-1881097,http://motovente.com/moto-occasion/annonce-moto-triumph-1881097.html,TIGER 800 ABS,non,25-04-2012
Orange,Trail,2020,KTM,,799,Oui,,1600,790 ADVENTURE,9990,1870186,2021-09-05 08:09:33.203244,motovente,motovente-1870186,http://motovente.com/moto-occasion/annonce-moto-ktm-1870186.html,790 ADVENTURE,non,02-06-2020
Noir,Scooter,2021,Piaggio,,125,Oui,,319,VESPA,4190,1881058,2021-09-05 08:09:33.376085,motovente,motovente-1881058,http://motovente.com/scooter-occasion/annonce-scooter-piaggio-1881058.html,,non,02-04-2021
Noir,Routière,2019,KTM,,1290,,,5979,1290 SUPER ADVENTURE S,15290,1881181,2021-09-05 08:09:33.547422,motovente,motovente-1881181,http://motovente.com/moto-occasion/annonce-moto-ktm-1881181.html,1290 SUPER ADVENTURE S,non,31-01-2019
Blanc,Roadster,2016,KTM,,690,,,19780,690 DUKE,6299,1881148,2021-09-05 08:09:33.716651,motovente,motovente-1881148,http://motovente.com/moto-occasion/annonce-moto-ktm-1881148.html,690 DUKE,non,23-03-2016
Bleu,Quad Loisirs,2018,Polaris,,570,Oui,,4700,SPORTSMAN EPS,7490,1881094,2021-09-05 08:09:33.885401,motovente,motovente-1881094,http://motovente.com/quad-occasion/annonce-quad-polaris-1881094.html,SPORTSMAN EPS,non,13-04-2018
Noir,Scooter,2019,Yamaha,,125,,,11565,X-MAX,3990,1881076,2021-09-05 08:09:34.056097,motovente,motovente-1881076,http://motovente.com/scooter-occasion/annonce-scooter-yamaha-1881076.html,X-MAX 125,non,13-08-2021
Argent,Roadster,2012,Honda,,750,Oui,,15640,NC700S,3000,1881120,2021-09-05 08:09:34.226808,motovente,motovente-1881120,http://motovente.com/moto-occasion/annonce-moto-honda-1881120.html,NC700S,non,05-12-2012
Marron,Scooter,2017,Yamaha,,292,Oui,,3960,X-MAX 300 ABS,3990,1881162,2021-09-05 08:09:34.396767,motovente,motovente-1881162,http://motovente.com/scooter-occasion/annonce-scooter-yamaha-1881162.html,X-MAX 300 ABS,non,19-05-2017
Bleu,Routière,2019,Yamaha,,689,Oui,,14828,TRACER 7,7690,1881051,2021-09-05 08:09:34.567502,motovente,motovente-1881051,http://motovente.com/moto-occasion/annonce-moto-yamaha-1881051.html,TRACER 7,non,22-01-2019
Bleu,Scooter,2018,Yamaha,,125,,,14750,X-MAX,3590,1881130,2021-09-05 08:09:34.739045,motovente,motovente-1881130,http://motovente.com/scooter-occasion/annonce-scooter-yamaha-1881130.html,X-MAX 125,non,13-07-2018
Noir,Sportive,2019,Yamaha,,1000,Oui,,8394,YZF R1,16890,1881189,2021-09-06 08:05:23.964736,motovente,motovente-1881189,http://motovente.com/moto-occasion/annonce-moto-yamaha-1881189.html,YZF 1000 R1,non,22-01-2019
Bleu,Roadster,2003,Suzuki,Essence 4t,1400,,,54000,GSX,3500,1881188,2021-09-06 08:05:24.138152,motovente,motovente-1881188,http://motovente.com/moto-occasion/annonce-moto-suzuki-1881188.html,,,20-09-2003
Rouge,Roadster,2020,Yamaha,,850,Oui,,5448,MT-09,12990,1881025,2021-09-06 08:05:24.309656,motovente,motovente-1881025,http://motovente.com/moto-occasion/annonce-moto-yamaha-1881025.html,MT-09,non,04-08-2020
Noir,Custom,1989,Yamaha,Essence 4t,1100,,,27000,XVS,3000,1881041,2021-09-06 08:05:24.486517,motovente,motovente-1881041,http://motovente.com/moto-occasion/annonce-moto-yamaha-1881041.html,VIRAGO,,21-07-1989
Orange,Custom,2009,Yamaha,,1700,,,24867,V-MAX,14990,1874622,2021-09-06 08:05:24.660793,motovente,motovente-1874622,http://motovente.com/moto-occasion/annonce-moto-yamaha-1874622.html,V-MAX 1700,non,06-01-2009
Rouge,Sportive,1985,Suzuki,,750,,,33826,GSX-R 750,2490,1881198,2021-09-07 08:10:18.045172,motovente,motovente-1881198,http://motovente.com/moto-occasion/annonce-moto-suzuki-1881198.html,GSX-R 750,non,01-01-1985
Gris,Sportive,1988,Suzuki,,250,,,16627,RGV 250,3690,1881194,2021-09-07 08:10:18.216666,motovente,motovente-1881194,http://motovente.com/moto-occasion/annonce-moto-suzuki-1881194.html,RGV 250,non,01-01-1988
Blanc,Scooter,2019,Honda,Essence 4t,750,Oui,,14000,XaDV,8950,1881190,2021-09-07 08:10:18.387780,motovente,motovente-1881190,http://motovente.com/scooter-occasion/annonce-scooter-honda-1881190.html,,,19-06-2019
Rouge,Trail,1980,Kawasaki,,250,,,12126,KL 250,1690,1881195,2021-09-07 08:10:18.557981,motovente,motovente-1881195,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1881195.html,KL 250,non,01-01-1980
Gris,Routière,2002,Honda,Essence 4t,800,,,29000,VRF,4250,1881191,2021-09-07 08:10:18.731048,motovente,motovente-1881191,http://motovente.com/moto-occasion/annonce-moto-honda-1881191.html,800 vtec,,16-07-2002
Blanc,Sportive,2016,Honda,,500,,,26731,CBR 500 R,4399,1881200,2021-09-07 08:10:18.903355,motovente,motovente-1881200,http://motovente.com/moto-occasion/annonce-moto-honda-1881200.html,CBR 500 R,non,20-05-2016
Blanc,Trail,1991,Yamaha,,200,,,15883,TW 200,2490,1881196,2021-09-07 08:10:19.072049,motovente,motovente-1881196,http://motovente.com/moto-occasion/annonce-moto-yamaha-1881196.html,TW 200,non,01-01-1991
,Trail,1982,Honda,,250,,,10536,XL 250 R,1590,1881197,2021-09-07 08:10:19.237003,motovente,motovente-1881197,http://motovente.com/moto-occasion/annonce-moto-honda-1881197.html,XL 250 R,non,01-01-1982
Vert,Routière,2021,Yamaha,,900,Oui,,1934,TRACER 9 GT,13290,1881192,2021-09-07 08:10:19.406666,motovente,motovente-1881192,http://motovente.com/moto-occasion/annonce-moto-yamaha-1881192.html,TRACER 9 GT,non,29-05-2021
Gris,Scooter,2021,Yamaha,,560,Oui,,1834,TMAX 560 TECH MAX,12990,1881193,2021-09-07 08:10:19.576268,motovente,motovente-1881193,http://motovente.com/scooter-occasion/annonce-scooter-yamaha-1881193.html,TMAX 560 TECH MAX,non,15-04-2021
Blanc,Routière,2010,Honda,,1200,,,45000,VFR,6790,1881254,2021-09-08 08:03:31.022656,motovente,motovente-1881254,http://motovente.com/moto-occasion/annonce-moto-honda-1881254.html,VFR 1200,non,20-03-2010
Noir,Roadster,2020,Yamaha,,1000,,,3500,MT-10 SP,15190,1880394,2021-09-08 08:03:31.203461,motovente,motovente-1880394,http://motovente.com/moto-occasion/annonce-moto-yamaha-1880394.html,MT-10 SP,non,05-08-2020
Gris,Routière,2020,Indian,,1890,Oui,,13222,CHIEFTAIN,24990,1881326,2021-09-08 08:03:31.381024,motovente,motovente-1881326,http://motovente.com/moto-occasion/annonce-moto-indian-1881326.html,CHIEFTAIN,non,21-11-2019
Vert,Roadster,2005,Yamaha,,600,,,59926,FZ6N,2190,1881340,2021-09-08 08:03:31.558067,motovente,motovente-1881340,http://motovente.com/moto-occasion/annonce-moto-yamaha-1881340.html,FZ6N,non,27-09-2005
Noir,Routière,2017,Yamaha,,847,,,12353,MT-09 TRACER,8290,1881377,2021-09-08 08:03:31.731791,motovente,motovente-1881377,http://motovente.com/moto-occasion/annonce-moto-yamaha-1881377.html,MT-09 TRACER,non,27-01-2017
Rouge,Sportive,1985,Yamaha,,50,,,35688,RZ 50 R,1690,1881366,2021-09-08 08:03:31.905335,motovente,motovente-1881366,http://motovente.com/moto-occasion/annonce-moto-yamaha-1881366.html,RZ 50 R,non,01-01-1985
Noir,Roadster,2014,Triumph,,675,,,29563,SPEED TRIPLE,5890,1874819,2021-09-08 08:03:32.080044,motovente,motovente-1874819,http://motovente.com/moto-occasion/annonce-moto-triumph-1874819.html,STREET TRIPLE 675,non,03-09-2014
Bleu,Trail,2016,BMW,,1200,,,43022,R 1200,15490,1881221,2021-09-08 08:03:32.254731,motovente,motovente-1881221,http://motovente.com/moto-occasion/annonce-moto-bmw-1881221.html,R 1200 GS,non,09-04-2016
Blanc,Custom,2013,Harley-Davidson,,1690,,,52773,Road King,14690,1881319,2021-09-08 08:03:32.430259,motovente,motovente-1881319,http://motovente.com/moto-occasion/annonce-moto-harley_davidson-1881319.html,,non,25-10-2013
Noir,Roadster,2021,Suzuki,,1000,Oui,,250,GSX-S 1000 ABS,12590,1881282,2021-09-08 08:03:32.605150,motovente,motovente-1881282,http://motovente.com/moto-occasion/annonce-moto-suzuki-1881282.html,GSX-S 1000 ABS,non,02-07-2021
Bleu,Scooter,2021,Piaggio,,125,Oui,,732,LIBERTY 125,2190,1881280,2021-09-08 08:03:32.779945,motovente,motovente-1881280,http://motovente.com/scooter-occasion/annonce-scooter-piaggio-1881280.html,LIBERTY 125,non,04-08-2021
,Roadster,2010,Yamaha,,600,,,31687,FZ6 FAZER,2890,1881338,2021-09-08 08:03:32.953820,motovente,motovente-1881338,http://motovente.com/moto-occasion/annonce-moto-yamaha-1881338.html,fz6,non,23-04-2010
Noir,Custom,2017,Harley-Davidson,,1450,,,10587,ROAD KING 1450,20500,1881306,2021-09-08 08:03:33.122716,motovente,motovente-1881306,http://motovente.com/moto-occasion/annonce-moto-harley_davidson-1881306.html,ROAD KING 1450,non,19-07-2017
Blanc,Custom,2014,Harley-Davidson,,1700,,,20400,SOFTAIL BREAKOUT,19500,1881229,2021-09-08 08:03:33.289110,motovente,motovente-1881229,http://motovente.com/moto-occasion/annonce-moto-harley_davidson-1881229.html,SOFTAIL BREAKOUT,non,10-10-2014
Orange,Roadster,2020,Harley-Davidson,,1000,,,4500,LiveWire,26900,1881235,2021-09-08 08:03:33.455933,motovente,motovente-1881235,http://motovente.com/moto-occasion/annonce-moto-harley_davidson-1881235.html,LiveWire,non,13-02-2020
